,EMI,ROI,EligibleLoanAmount
31675,582.4,0.14266118,8399.999999
31677,405,0.07493062,14040
31682,770.680965,0.118554429,20637
31683,88.5357,0.248120301,2160
31685,624,0.074074074,18000
31686,1199.6,0.230710055,9000
31688,739.497042,0.228275969,15600
31689,221.897376,0.087924115,15300
31690,1994.05,0.173485412,18690
31694,130.5928,0.224806202,31500
31695,1158.051219,0.10865496,43500
31697,640,0.166666667,16800
31701,206.128,0.166666667,8474.100001
31705,1789.99821,0.151823579,9000
31706,47.885376,0.142293507,2999.999999
31708,847.5,0.144933732,28500
31711,1599.5,0.242366846,20250
31715,142,0.066293184,12000
31716,67.6104,0.180327869,15000
31720,87.43968,0.238385377,7499.999999
31724,0,0.143762308,45000
31725,530.25,0.259259259,8700.000001
31729,495,0.090081893,30900
31732,350,0.259259259,22500
31734,1499.4,0.199935995,30000
31735,460,0.084249084,15000
31737,1070.274,0.224806202,18000
31740,79.1883,0.212598425,12900
31748,300.003,0.130434783,17037.6
31754,520,0.206349206,18600
31757,330,0.099099099,10269.6
31762,440.64,0.109052031,30000
31763,197,0.164578112,16500
31766,166.794256,0.210858586,19500
31767,200,0.090909091,12000
31771,711.95639,0.081726354,19200
31774,536.938938,0.236582945,27000
31779,210.07,0.065420561,28500
31780,862.7875,0.223300971,5760
31781,1328.833753,0.203885041,9749.999999
31790,2309.4,0.204201814,23400
31791,200,0.166666667,13500
31795,215.2704,0.193548387,10500
31796,365.99939,0.057492931,21900
31797,1470,0.173553719,9360
31798,1257.26,0.145226088,29224.8
31799,534.375,0.191919192,6599.999999
31801,98.39795,0.222999223,7350.000001
31803,290.578515,0.131567521,21630
31804,854.048202,0.082484632,21600
31806,529.20168,0.077490775,37500
31812,3862.5,0.204771372,29700
31814,149.6205,0.118942731,6172.499999
31819,138,0.084249084,13500
31829,321.783735,0.123959702,15450
31830,292.925773,0.152470548,33000
31832,608.9913,0.224806202,7800.000001
31833,635.127,0.112688554,16500
31834,16.017792,0.248346362,14400
31837,1268.7766,0.18699187,13500
31841,967.897216,0.102656138,33000
31846,1349.25,0.152470548,12900
31847,1679.3,0.193483345,34500
31848,165.5465,0.168744805,16500
31849,247.581598,0.193483345,6058.8
31854,1014.3,0.126561272,10800
31855,1270.8,0.24110192,12300
31859,2000,0.166666667,30000
31864,1650.75,0.1507431,12900
31866,819.6,0.170055606,7800.000001
31869,474.702152,0.206286213,7200
31871,900,0.230769231,26100
31872,985,0.089667729,15995.7
31874,747.5,0.130056546,68700
31876,180.7512,0.174917492,17700
31877,988.5,0.061825687,25200
31878,83.553,0.230769231,13200
31879,108,0.082568807,2736
31885,419.8,0.173485412,33000
31886,899.4,0.130359162,48000
31888,4048.497301,0.21253642,9000
31889,420.6153,0.173553719,6000.000001
31892,840,0.122807018,7499.999999
31893,383.133492,0.24110192,6142.5
31895,800,0.137931034,19500
31903,359.529,0.156118143,18000
31906,611.6,0.23418594,6599.999999
31908,1081.56476,0.214947401,8737.499999
31909,37.677703,0.206286213,9000
31913,78.226119,0.111032092,12960
31915,525.0035,0.259259259,12600
31916,644.00092,0.084249084,18000
31918,690,0.130434783,14880
31920,2459.85,0.176208913,31500
31921,917.763,0.224806202,14518.8
31922,3000.008,0.166666667,33300
31923,1717.496565,0.255675475,13700.7
31928,79.2855,0.173553719,12324
31930,347.5,0.122036874,13884
31931,681.632784,0.126561272,20400
31934,760.43071,0.07791609,26775
31935,310.998,0.166666667,9398.7
31936,2084.99861,0.122036874,40500
31938,1015,0.224806202,8024.699999
31941,323.708,0.215686275,12600
31943,57.485,0.2,15600
31948,1980,0.116607774,16500
31951,202.677276,0.205655731,11457.6
31954,1349.5,0.21253642,14100
31956,82.176312,0.188048068,3674.999999
31957,93.206016,0.17681923,12600
31958,3307.497795,0.180663662,21030
31959,574.9908,0.103139013,10800
31961,681.75,0.131567521,12270
31962,275,0.099099099,36000
31966,557.5,0.10031489,10500
31969,4080.0051,0.145299145,3300.000001
31972,2483.8,0.101446671,34688.4
31973,269.161,0.145299145,14400
31979,209.22,0.076212471,14850
31980,1292,0.131944444,17922
31982,1800,0.152542373,8700.000001
31985,18.493132,0.199487672,12000
31986,583.704,0.130434783,40622.4
31991,1604.002005,0.167013744,13200
31992,2707.213198,0.233657752,37500
31996,141.561836,0.203885041,3690
31997,210.587706,0.159593243,42945
31998,365.882384,0.225346657,14790
31999,470,0.085923218,10080
32001,794.25,0.24110192,16800
32002,412.7496,0.193548387,11100
32003,418.501395,0.122422115,14400
32007,66.69915,0.242366846,7800.000001
32008,4485.8,0.169366226,33600
32009,71,0.066293184,7488
32012,162.7108,0.21875,7737.599999
32013,2361.746851,0.239485892,3457.500001
32019,1703.84254,0.241734911,12000
32020,1599.5,0.242366846,7200
32024,13.6255,0.18633035,5292
32025,508.5,0.144933732,8100
32027,635.4,0.24110192,12900
32029,1079.6,0.21253642,14400
32033,1733.04846,0.204708128,12000
32035,53.3629,0.224806202,10200
32036,719.702399,0.193483345,39000
32037,2459.99344,0.246987952,18000
32041,2000,0.137931034,15000
32044,0,0.200703381,18000
32045,204.88842,0.132697311,10500
32047,3478.8,0.224746104,7499.999999
32048,100.24,0.074074074,30600
32050,387.130764,0.141188595,7335
32051,588.75,0.2,31800
32052,250.8,0.111427048,24300
32053,425.94604,0.066293184,24000
32055,1093.569897,0.199935995,22806
32056,1274.25,0.145226088,16800
32057,69.945,0.2,12600
32058,2962.50237,0.105945463,18000
32059,1836,0.109052031,27900
32060,262.44,0.127247338,29400
32063,2047.2,0.203758261,20400
32064,160.0016,0.137931034,8849.999999
32066,592.9021,0.126637555,12600
32067,1991.2,0.19929538,29400
32075,114.3345,0.259259259,15414.9
32080,452.0079,0.122422115,16800
32081,794.25,0.24110192,25500
32083,1000,0.166666667,15000
32084,27.6437,0.145299145,27000
32086,104.579995,0.177293295,15000
32090,1234.8,0.149948997,21600
32095,2848.5,0.159593243,21216
32099,330.039468,0.24110192,11400
32102,587.67874,0.094612947,9600.000001
32104,259.8,0.114965926,180000
32106,54.42623,0.050332384,17250
32107,698.999301,0.065333209,12000
32108,484.178483,0.186131684,22500
32109,203.24331,0.206978588,42900
32114,2509.5,0.192897498,18900
32116,548.99756,0.108734403,4050
32118,205.20114,0.102333932,22200
32120,66.637575,0.24110192,10234.8
32122,586.5,0.18699187,20700
32125,1049.85,0.189167275,19500
32127,532.49322,0.123345314,19500
32129,2875,0.103139013,42000
32131,13.311588,0.12990516,10500
32136,589.50393,0.164229001,45000
32137,182.46,0.130434783,6444
32138,2024,0.168330007,12684.3
32141,450.0018,0.152542373,1233.299999
32142,48.41403,0.222999223,18000
32143,525.003,0.130434783,19500
32150,299.798501,0.130359162,7499.999999
32151,452.4,0.148211244,25302.3
32152,147.973,0.259259259,11297.7
32160,276.2664,0.193548387,15000
32161,224.7,0.069680901,36000
32162,421.317855,0.24110192,39000
32168,953.6,0.19250646,34500
32169,292.97335,0.227799228,12000
32173,472.8724,0.180327869,118800
32175,347.831,0.252448232,11340.9
32177,1270.8,0.24110192,10500
32182,663.2,0.076553698,9600.000001
32183,324,0.097472924,9000
32184,457.4,0.186131684,12600
32187,1499.4,0.199935995,15300
32191,510.4,0.203314213,12900
32192,1435,0.222999223,34500
32193,674.75,0.21253642,6000.000001
32197,496.735416,0.198974688,13500
32201,437.25583,0.225706543,15000
32202,500,0.166666667,8399.999999
32203,420.1224,0.107142857,17400
32209,1665,0.142734676,5173.499999
32210,799.3536,0.145299145,9000
32211,710.294085,0.126256007,6929.399999
32213,552.1102,0.190938511,32400
32215,546,0.206349206,10800
32217,243.2,0.057315234,10800
32220,1105,0.115044248,14010
32221,110.358738,0.206286213,25916.4
32226,345,0.064546305,3600
32228,1559,0.134873259,17064.6
32230,1270.8,0.24110192,21600
32231,353.515428,0.126561272,24600
32233,816.4485,0.130434783,28200
32235,224,0.137931034,11100
32238,519.8,0.206286213,929.9999988
32239,870,0.224806202,11100
32241,1144.52281,0.143101971,22500
32243,184,0.084249084,11160
32248,83.045508,0.167984025,14220
32249,403.013219,0.242366846,13500
32255,6210,0.212598425,42000
32258,775.9792,0.137931034,12600
32262,653.6,0.075529259,47100
32263,435,0.126637555,13500
32268,2247.5,0.082484632,44400
32269,626.55606,0.159593243,24000
32270,4866.003244,0.244941105,15646.8
32271,1153.75,0.1507431,30000
32276,1270.8,0.24110192,22650
32278,729.6,0.161073826,10800
32286,870,0.080036799,24000
32287,681.776901,0.236582945,18900
32291,761.25,0.233422767,16500
32292,86.942875,0.223300971,6900.000001
32295,624.9925,0.2,3600
32298,3000,0.107142857,60000
32302,770.81004,0.077490775,18000
32307,170,0.145299145,10500
32311,869.99826,0.080036799,15180
32318,1015.344198,0.224866289,14250
32319,2792,0.122499122,26100
32323,130,0.115044248,7800.000001
32328,385.130172,0.124956248,21900
32329,377.0808,0.193548387,19800
32330,870,0.224806202,28500
32335,819.6,0.170055606,11850
32339,1740.268698,0.09901793,18000
32340,1270.8,0.24110192,6810.000001
32344,829,0.076553698,27000
32346,600,0.107142857,48000
32349,448.75,0.152183128,14550
32351,583.6,0.127323501,7800.000001
32352,74.892587,0.182539034,7118.399999
32355,424.49717,0.123959702,8877.6
32360,220,0.180327869,10800
32361,419.9979,0.173553719,15000
32363,1079.6,0.21253642,24600
32364,150.0331,0.242366846,9299.999999
32368,42.358941,0.24110192,26400
32371,769.8,0.204201814,18900
32375,274.688529,0.19929538,26700
32377,781.498437,0.135172533,18600
32378,450,0.111111111,5619.6
32379,287.5,0.223300971,13800
32381,1820.352,0.193548387,54031.2
32384,831,0.121651296,22500
32386,232.49845,0.134199134,16200
32390,204.3596,0.18699187,3785.100001
32392,457.6,0.186197917,0
32401,439.09218,0.081726354,97500
32402,677.49729,0.119330691,10500
32405,2712.15,0.167291198,15600
32410,200.89488,0.110320285,15600
32411,252.56962,0.257057949,10800
32418,288.531963,0.24110192,25950
32420,1484.45,0.21253642,22500
32421,243.0983,0.224806202,11400
32422,2462.4,0.214824121,13800
32425,3733.5,0.19929538,24300
32426,199.0728,0.193548387,2400.000001
32429,3362.5,0.118554429,34500
32430,69.7199,0.18699187,18900
32432,57.97935,0.198396794,4200.000001
32436,111.81957,0.21253642,12000
32438,1680.917,0.259259259,24000
32439,215.781325,0.17184265,18000
32440,173.75442,0.243570348,10800
32441,2511,0.200703381,16800
32447,1400,0.122807018,9000
32455,1165.5,0.114652501,15600
32457,1710,0.102333932,15867.9
32462,640.268966,0.157823817,11100
32463,349.65,0.082568807,16500
32467,1279.6,0.242366846,6300
32470,2088,0.206978588,21240
32472,449.7,0.130359162,21600
32475,376.67069,0.09371035,33000
32478,475.6,0.192115043,7200
32479,322,0.084249084,6599.999999
32483,519.200649,0.06094469,10800
32485,1183.2,0.228275969,14250
32486,380.28452,0.09371035,20400
32488,418.74165,0.118942731,4500
32491,93.820272,0.242366846,8700.000001
32494,1072.50143,0.125109361,14100
32495,367,0.128008371,9384.000001
32496,161.024436,0.065333209,17400
32498,99.06585,0.131567521,8399.999999
32499,52.03815,0.134199134,12900
32500,2040.597852,0.17681923,63690
32501,476.7903,0.212598425,10200
32504,266.025,0.2,15043.2
32506,202.5,0.069767442,30000
32507,51.387975,0.24110192,24000
32508,655,0.115826702,8100
32509,1025.62,0.21253642,10897.8
32511,800,0.166666667,12600
32513,2398,0.107063131,22688.4
32514,635.4,0.24110192,12300
32515,990.0066,0.248120301,13650
32516,473.9936,0.242424242,46500
32517,3609,0.167013744,21000
32519,3701.977788,0.197946744,25500
32522,205,0.075785582,24000
32523,2306.997693,0.187454294,16800
32528,1700.116294,0.21253642,20550
32529,190.442498,0.230710055,15000
32530,715.4,0.21875,18000
32533,630.0072,0.152542373,16200
32534,141.95167,0.077065067,13587.9
32535,2536.3855,0.120879121,20700
32538,3750,0.2,108000
32539,803.998928,0.096820809,21000
32541,138,0.084249084,10800
32544,649.477287,0.24110192,16800
32547,129.811657,0.211791598,15600
32548,325.2,0.139858937,40500
32553,104.9839,0.065420561,28500
32555,2135,0.078680671,81150
32557,328.95,0.114260407,27000
32558,567,0.158957107,30000
32566,2361.75,0.239485892,10500
32573,1355,0.119330691,10530
32577,627,0.094612947,22350
32579,764.99694,0.132697311,22800
32582,479.9976,0.193548387,10950
32585,362.4096,0.065420561,2970
32587,96.797218,0.204201814,17700
32588,255,0.145299145,3449.999999
32591,240,0.074074074,12000
32592,315,0.207920792,21600
32594,709.99858,0.124343257,5400
32595,327.5,0.061473487,15900
32598,491.99754,0.197431782,52500
32599,96.4917,0.224806202,11700
32602,195.4488,0.193548387,9000
32606,2434.999026,0.08875524,12000
32609,792.5,0.136814847,37500
32610,175.010675,0.164926931,16200
32613,335.5272,0.152542373,10200
32615,478.386545,0.214885766,22284
32616,310.49379,0.093792478,12000
32618,5250,0.173553719,15000
32619,659.7,0.180260677,16254
32620,35.222364,0.225766491,7499.999999
32621,694.99861,0.122036874,15900
32625,476.113475,0.240986717,13500
32627,129.099,0.223300971,5400
32631,251.935725,0.124726477,4626
32632,2550,0.145299145,10500
32633,1397.5,0.176954733,19500
32636,2340,0.206349206,9726.599999
32638,12.638,0.166666667,6000.000001
32639,573.3,0.160439929,12600
32640,1183.2,0.228275969,20400
32643,679.272,0.107142857,29400
32652,257.2992,0.193548387,15000
32656,466.23195,0.118942731,13500
32671,2569.0042,0.122807018,19800
32672,874.8,0.225766491,37500
32673,1106.25,0.128540305,24000
32674,478.4,0.084249084,27961.5
32675,48.747888,0.24110192,7200
32677,12.7745,0.224806202,6900.000001
32682,1613.52,0.12998086,27843.9
32684,1362.502725,0.214145383,19800
32685,1224.7795,0.259259259,16590
32686,219.7794,0.224806202,15000
32690,347.5,0.064983637,15000
32692,639.8,0.242366846,5400
32701,221.6,0.099747929,40800
32702,520.9711,0.115044248,9900
32707,600,0.090909091,16500
32708,197.9627,0.227799228,7499.999999
32712,374.247505,0.199679872,6122.400001
32713,95.711625,0.223300971,11716.8
32714,3358,0.143762308,30600
32715,1430,0.180327869,11998.5
32717,122.637615,0.172527927,34762.5
32718,1270.8,0.24110192,34500
32719,355.4631,0.212598425,10800
32720,71.1229,0.078341014,7003.500001
32723,174,0.126637555,16200
32724,19.8917,0.145299145,18600
32727,979.298601,0.122730064,35250
32728,515.97118,0.165971643,8928.9
32730,66.656,0.166666667,11400
32731,183.97056,0.084249084,27000
32732,358.5,0.192897498,12000
32735,963.003852,0.161495891,13470
32736,1165.59812,0.158249158,7515
32737,736.7964,0.115670322,37500
32745,1250,0.238095238,15900
32747,903,0.13081269,9000
32749,435,0.224806202,6599.999999
32750,572.257535,0.165205777,18000
32760,341.4367,0.099099099,17400
32763,140,0.065420561,20100
32764,1172,0.055356131,79500
32766,272,0.145299145,6552
32771,2989.498007,0.166180272,42000
32772,162.204,0.259259259,24000
32774,59.9393,0.159663866,20700
32775,1030.198485,0.131567521,22200
32777,649.443715,0.173212071,8095.5
32785,388.276,0.166666667,18746.7
32788,857.078034,0.236582945,27006
32793,1399.9965,0.259259259,7800.000001
32794,1270.8,0.24110192,19873.8
32799,770.17085,0.176954733,6000.000001
32800,448.5,0.256505576,7784.399999
32802,240,0.193548387,16335.9
32806,498.74715,0.221789883,10080
32807,813.095065,0.144201968,15900
32810,72.3,0.067425161,25920
32811,28.562025,0.255675475,18000
32826,240,0.074074074,13500
32827,1783.65,0.134274089,18300
32828,1956.148551,0.126561272,26100
32829,2719.9983,0.145299145,35777.1
32830,293.8,0.128084401,8505
32835,1223.6,0.234244582,52500
32837,770,0.071494893,23517.3
32839,243.4596,0.18699187,20400
32841,1020,0.092558984,12000
32842,350.0035,0.259259259,18000
32845,196.1388,0.180327869,15481.5
32847,1049.993,0.259259259,12000
32849,1506.6,0.200703381,10200
32854,2542.5,0.144933732,15000
32855,1279.6,0.242366846,6900.000001
32856,2239.296801,0.242366846,27780
32857,59.6908,0.115044248,17503.2
32858,231.4,0.151103565,10500
32859,1236.596565,0.255675475,11850
32861,416.00208,0.094202899,8700.000001
32864,48.2415,0.224806202,10500
32871,277.5,0.069767442,6900.000001
32876,1000,0.166666667,4799.999999
32880,384.613974,0.24110192,6000.000001
32881,267.80206,0.093381686,15000
32883,261,0.080036799,24000
32884,413.5662,0.152542373,17461.8
32887,200,0.090909091,5100.000001
32888,162.188922,0.093299483,14336.1
32889,50.7763,0.165623696,12384
32890,209.2545,0.259259259,39000
32896,1005,0.118165785,12000
32897,1417.05,0.239485892,4500
32901,67.6338,0.224806202,15000
32902,579.598068,0.161917533,15600
32903,184.499385,0.057936882,7800.000001
32907,106.963065,0.10031489,45000
32909,2425.5,0.187652315,43500
32912,1968.8788,0.21875,8640
32913,37.2048,0.252056844,15000
32914,1087.824248,0.164159144,142200
32915,165.9554,0.082484632,12300
32917,493.05228,0.1663193,27000
32920,869.9971,0.224806202,15300
32921,96.196152,0.087757708,8280
32923,222.168,0.193548387,3600
32943,2250,0.183673469,13995.9
32944,163.803579,0.19929538,12300
32945,1014.298551,0.126561272,24000
32946,420,0.259259259,17100
32947,157.5,0.136069114,8487.9
32948,1195.00478,0.106744082,16200
32949,369.8,0.156046924,19800
32958,3936,0.207858048,20034
32959,336,0.122807018,8700.000001
32960,341.25,0.088838269,8100
32962,691.99827,0.147485081,7499.999999
32967,837.6,0.122499122,15180
32968,5257.5775,0.259259259,2999.999999
32969,1749.3,0.199935995,15000
32975,870.29,0.224806202,10500
32976,69.9993,0.065420561,10050
32982,933.498133,0.157327041,9600.000001
32984,2272.5,0.131567521,21300
32985,712.7375,0.191919192,11550
32989,246.05,0.117387467,9000
32992,35.60706,0.258984809,14791.8
32995,2115.65,0.19929538,6900.000001
32996,61,0.057492931,4830.000001
32998,254.92352,0.240121581,25500
33000,1100,0.166666667,28500
33001,240,0.193548387,11850
33005,1270.8,0.24110192,36150
33007,42.213924,0.230710055,7499.999999
33009,812.5,0.111111111,33000
33011,205,0.075785582,15000
33012,36.22935,0.139488856,19500
33013,540,0.097472924,21330
33014,887.63,0.193483345,15600
33016,339.503395,0.253452781,14850
33019,3748.5,0.199935995,14100
33021,1080,0.193548387,18517.2
33027,580,0.224806202,4808.999999
33033,481.95,0.158957107,4950
33036,435.59516,0.194847021,18900
33037,1140.0095,0.159663866,10800
33042,115.9826,0.224806202,15000
33043,474,0.136442142,15000
33046,2144.99725,0.215686275,17250
33049,2658.8,0.135247319,19072.8
33052,1128.878295,0.186528919,7800.000001
33058,53.9737,0.122036874,25500
33059,51.8984,0.224806202,6900.000001
33069,2923.5,0.163109884,17400
33072,375,0.2,5249.999999
33076,156.00104,0.094202899,33000
33077,920,0.18699187,6437.400001
33080,64.9805,0.061032864,14100
33084,375,0.130434783,13500
33089,354.99695,0.161425577,11550
33092,1385.898714,0.21253642,36000
33095,2753.84864,0.207858048,9600.000001
33097,207.0118,0.134199134,6869.999999
33098,2200,0.166666667,7499.999999
33100,521.71,0.152470548,13500
33101,1270.8,0.24110192,16800
33105,800,0.074074074,23162.4
33106,163.4,0.075529259,8100
33110,433.666464,0.228275969,10350
33111,1170.835182,0.184272779,22500
33114,3337.5,0.18200409,36000
33118,508,0.112688554,21000
33119,224.25,0.130056546,19500
33120,225,0.183673469,9299.999999
33122,274.33,0.21875,36000
33129,126.554736,0.174781317,12000
33133,278.40896,0.165971643,13500
33136,1139.5,0.185601433,3120.000001
33139,207.988812,0.228275969,11100
33140,510,0.145299145,8430.3
33141,149.5211,0.224806202,48000
33146,1231.13088,0.180663662,25606.8
33147,77.4,0.071839614,5400
33148,2848.498101,0.159593243,34164
33150,1322.0248,0.227799228,19800
33153,50.862,0.259259259,8700.000001
33154,800,0.137931034,21000
33156,35.67592,0.193223074,9000
33159,184.1424,0.107142857,12000
33160,187.5,0.069767442,30000
33163,840,0.173553719,12750
33164,286,0.125109361,12000
33166,679.919864,0.224746104,9690.000001
33169,1103.6,0.216239517,15870
33176,1119.3,0.137856712,37800
33181,3358.797201,0.21868896,14400
33186,44.212,0.259259259,13500
33188,2001,0.117698959,18600
33189,150.0015,0.130434783,10140
33190,1098,0.098936745,9822.6
33194,259.6428,0.152542373,14100
33198,442.2,0.128464354,36000
33199,16.58844,0.165275459,2999.999999
33200,98.561624,0.248346362,15600
33201,1090.497819,0.179049339,36000
33208,0,0.21253642,12750
33210,2788.8,0.188575138,17550
33211,225,0.069767442,54000
33212,495,0.198396794,10500
33214,312.858508,0.222818062,16800
33216,798.51567,0.208547685,9600.000001
33219,222.69935,0.134199134,8579.999999
33221,3500,0.122807018,35220
33222,1213.59744,0.165275459,15000
33227,860.279,0.259259259,21900
33229,0,0.259259259,28200
33231,109.584875,0.191919192,8640
33233,360.3069,0.212598425,6840.600001
33234,578.028636,0.21253642,12000
33239,1750.0105,0.259259259,19800
33240,1450,0.224806202,9600.000001
33243,547.748435,0.135322093,7436.400001
33245,279.8,0.122730064,18000
33247,748.8,0.157681941,5400
33249,1137.49675,0.139784946,11400
33252,267.71946,0.207606973,4680
33257,56.479548,0.201533057,13200
33260,75,0.069767442,7499.999999
33261,74,0.068901304,54000
33279,319.6,0.073988332,7800.000001
33280,687.5,0.215686275,12000
33286,979.298601,0.122730064,61200
33287,40.53981464,0.00990099,9000
33288,385,0.071494893,33585
33289,577.505775,0.161425577,16500
33290,29.9687,0.159663866,5100.000001
33292,34.258,0.259259259,9900
33296,182,0.115044248,13500
33298,175.443911,0.196722628,9000
33299,1322.5,0.209173586,12600
33304,28.3458,0.145299145,12180
33305,3900,0.163179916,19500
33310,60,0.056603774,60000
33316,524.993,0.259259259,6900.000001
33324,2818.2,0.211605172,11400
33325,950.705,0.259259259,22248
33326,532.84218,0.099909991,12981
33327,540,0.212598425,8741.999999
33328,770.403852,0.161495891,15600
33333,253.00253,0.201915403,6219.299999
33337,1085.5,0.077065067,21900
33338,86.653106,0.230710055,27000
33339,2625,0.095022624,32679
33340,931.8166,0.134199134,15300
33341,4304.99713,0.222999223,42000
33343,601.75,0.076638966,28200
33344,1600,0.166666667,18000
33345,1549.8419,0.134199134,32100
33346,1889.3,0.21253642,18000
33347,1115,0.10031489,29100
33349,765,0.092558984,26850
33351,399.998,0.166666667,24003.6
33357,614.25,0.075700157,18000
33360,262,0.207606973,14850
33361,1056.3,0.13111478,29100
33363,177.00059,0.055712937,23974.2
33367,224.741295,0.155761925,7620.000001
33369,80,0.074074074,14700
33370,139.606911,0.24110192,22500
33372,819,0.075700157,14100
33373,1270.8,0.24110192,18600
33376,80.00000337,0.038461538,6300
33381,30.274695,0.215993728,13500
33383,2962.5,0.105945463,33510.9
33384,1433.121525,0.129299086,18600
33387,611.8,0.234244582,16500
33388,792,0.193548387,16500
33389,582.1,0.090909091,12000
33393,90.483692,0.173485412,33000
33395,121.332807,0.24110192,17280
33399,2029.302899,0.224746104,58500
33400,495.91102,0.137559293,12000
33406,669.33,0.090826439,18186
33407,787.672826,0.08875524,19800
33411,926.25247,0.109924344,21000
33412,1053,0.139414802,16500
33413,19.6965,0.130434783,8550
33415,345.00069,0.064546305,8700.000001
33416,1599.496801,0.242366846,17400
33417,1446,0.087924115,97500
33418,216.8693,0.18699187,15000
33419,2399.25,0.242366846,16800
33422,237.25,0.086674582,11378.7
33427,303.35564,0.165623696,12000
33428,6.73623,0.154691462,5100.000001
33430,1187.6,0.228930527,22500
33431,229.6,0.140893471,9029.999999
33433,1600.018,0.166666667,12600
33436,1119.3,0.137856712,17400
33437,945.0027,0.118942731,5066.399999
33440,438.686514,0.24110192,6599.999999
33445,26.392352,0.248346362,13800
33447,339.983,0.253731343,15000
33448,1440,0.125874126,24720
33451,150.913854,0.24110192,18900
33452,2968.9,0.21253642,28500
33457,4.786138,0.159239953,450
33458,1270.796823,0.24110192,37500
33459,1499.9985,0.130434783,10050
33460,797.5,0.224806202,10200
33466,53.8356,0.224806202,12000
33468,293.510599,0.056514766,10800
33470,203.64,0.145079935,15000
33475,364.8,0.154262517,37500
33478,156.290587,0.23821132,450
33484,495,0.141630901,8923.200001
33485,150.75418,0.150310137,36000
33487,654,0.178981938,29952
33488,747.09648,0.189627229,46500
33495,548.7615,0.136069114,13260
33496,711.625275,0.097065463,21380.1
33497,857.157,0.151463725,18126
33498,846.740968,0.101446671,27900
33502,2564.05,0.21253642,23619.6
33504,870,0.080036799,18050.4
33506,503.49607,0.098286745,55500
33511,674.75,0.21253642,14400
33513,234.803522,0.10506533,31523.1
33514,550,0.099099099,7800.000001
33515,1251.729002,0.238617329,8580.300001
33516,3855.1875,0.178644764,27300
33517,1994.102346,0.190021059,15000
33519,744,0.085086917,15000
33523,14.3352,0.245738422,21600
33525,1492.998507,0.12990516,39900
33526,920.227828,0.183606825,17460
33527,98.77777,0.203885041,64500
33530,627.7782,0.095022624,13874.4
33531,1284.212682,0.206286213,23250.9
33539,524.9965,0.259259259,14607.9
33542,85.4701,0.134199134,3300.000001
33543,97.888292,0.201533057,15600
33544,25.3242,0.090081893,21000
33545,84.5784,0.253731343,15300
33548,295.1997,0.224806202,4500
33549,333.30714,0.176276771,24000
33550,519.8,0.206286213,10500
33562,1079.597301,0.21253642,16200
33565,1270.8,0.24110192,63900
33566,1225.4112,0.152542373,17308.2
33568,42.7325,0.2,12000
33572,245.122623,0.193483345,15000
33576,486.283368,0.228275969,12600
33578,1089,0.10793934,23400
33580,57.150422,0.186595087,32400
33581,125.401172,0.225346657,13800
33584,20.2095,0.212598425,3899.999999
33585,169.2,0.144714335,13605
33587,652,0.115357396,27600
33590,1580.5,0.214145383,6707.999999
33591,717.147951,0.170055606,18000
33593,460,0.18699187,15825
33600,475,0.191919192,8399.999999
33601,243.45051,0.160369437,13062
33602,223.865057,0.23821132,27000
33605,522.5,0.094612947,6300
33609,307.5,0.092970522,9900
33610,162.534042,0.193418293,23250
33615,1300,0.115044248,21600
33616,380,0.159663866,6599.999999
33619,1729.5,0.103380256,43500
33620,68.500685,0.064108563,43350
33623,109.288837,0.069680901,24000
33624,1054.5,0.099909991,9000
33625,2135,0.233716475,13800
33628,104.2704,0.226305609,11700
33629,320,0.137931034,12600
33630,3768,0.135695765,27000
33631,182.4,0.057315234,26520
33632,0,0.099099099,9299.999999
33634,428,0.096657633,12600
33636,735.192648,0.155262713,5550.000001
33639,540.0015,0.130434783,6900.000001
33640,82.2,0.075956385,22500
33641,472,0.08625731,36000
33642,452.12146,0.106344951,13500
33643,226.8,0.070286352,46500
33647,1221,0.099909991,21600
33650,1860,0.110320285,25500
33652,404.698935,0.096249435,9600.000001
33653,577.02276,0.239485892,24600
33656,899.5,0.152470548,10596.6
33658,1270.796823,0.24110192,13344
33659,375,0.069767442,15000
33661,0,0.259259259,12000
33662,1585,0.136814847,22500
33663,402.25,0.138599363,25431
33664,3210,0.176276771,8399.999999
33667,1465.62,0.094202899,42000
33668,1137.60207,0.179655455,11880
33672,1330,0.259259259,42000
33676,280.0084,0.21875,7200
33677,1270.8,0.24110192,12285
33679,3127.5,0.172527927,34500
33681,1749.8215,0.259259259,21600
33682,746.074084,0.152470548,21000
33686,302.4925,0.2,15030.3
33688,459,0.132697311,24000
33689,86.176,0.137931034,7499.999999
33691,1096.998903,0.098855547,36900
33693,161.814,0.166666667,8736.000001
33694,95,0.086757991,5850
33699,531.1203,0.124726477,11850
33702,113.576884,0.226724405,6599.999999
33704,2562.5,0.092970522,28954.8
33705,285,0.086757991,13500
33714,1941.8,0.217159856,15300
33720,379.401897,0.159451963,18000
33722,2800,0.122807018,34500
33725,112.30782,0.119330691,7620.000001
33727,770.00077,0.071494893,15600
33728,5.049,0.145299145,8064
33730,1416,0.105545617,15000
33731,1819.3,0.206286213,33190.8
33734,539.8,0.21253642,12300
33735,168.28199,0.248063764,15600
33736,1180,0.105545617,13939.2
33738,98.760222,0.24110192,6900.000001
33743,937.5,0.111111111,4799.999999
33745,1273.75,0.092476631,22634.4
