,LoanStatus
60832,1
60836,1
60838,0
60844,0
60846,1
60849,1
60851,1
60854,1
60855,0
60858,1
60860,1
60861,1
60863,1
60864,0
60865,1
60866,1
60868,1
60869,1
60870,1
60875,0
60876,1
60877,1
60879,0
60886,0
60889,1
60890,0
60892,1
60894,0
60898,1
60900,1
60903,1
60904,1
60905,0
60907,1
60910,1
60912,0
60914,1
60915,1
60922,1
60924,0
60925,0
60927,1
60929,1
60932,1
60934,1
60935,1
60938,1
60939,1
60940,1
60941,1
60944,1
60945,0
60949,0
60950,0
60951,0
60952,1
60953,1
60954,1
60956,1
60957,1
60960,1
60961,1
60962,1
60963,0
60964,0
60967,1
60971,1
60972,1
60974,1
60976,1
60982,1
60983,1
60985,1
60986,1
60987,1
60988,0
60989,1
60991,1
60994,1
60997,0
60998,1
60999,1
61000,1
61001,1
61003,0
61006,0
61007,1
61009,1
61011,1
61012,0
61013,0
61014,1
61018,1
61020,1
61021,0
61025,1
61026,1
61027,1
61029,1
61030,0
61035,1
61036,0
61037,0
61039,0
61041,1
61043,1
61046,1
61047,1
61049,0
61050,0
61054,1
61055,1
61056,0
61057,0
61060,0
61061,1
61062,1
61067,1
61069,1
61072,1
61076,0
61079,1
61085,0
61086,1
61087,0
61088,1
61089,1
61090,0
61091,0
61092,1
61095,1
61096,0
61100,0
61102,1
61105,0
61108,0
61110,1
61112,0
61114,1
61116,1
61124,0
61125,1
61126,0
61127,1
61128,0
61129,1
61132,1
61133,0
61134,0
61137,0
61138,0
61139,1
61140,1
61141,1
61142,0
61143,1
61148,1
61149,1
61151,1
61153,0
61157,1
61158,0
61159,0
61162,1
61165,1
61166,0
61167,1
61170,1
61178,0
61180,1
61183,0
61184,0
61185,1
61190,1
61192,1
61193,0
61196,1
61197,0
61199,1
61200,1
61201,0
61202,1
61203,0
61204,1
61205,0
61208,1
61211,1
61213,1
61214,0
61215,1
61219,1
61220,1
61221,1
61222,1
61225,1
61227,0
61228,1
61229,1
61231,1
61232,0
61233,0
61234,0
61235,1
61236,1
61237,1
61241,1
61242,1
61244,1
61245,0
61246,0
61247,1
61248,1
61250,1
61252,1
61253,1
61254,1
61257,1
61258,1
61262,1
61264,1
61265,1
61267,1
61268,1
61274,1
61276,1
61277,1
61278,1
61280,1
61282,1
61286,1
61287,1
61289,1
61290,1
61292,1
61293,1
61295,1
61297,1
61299,1
61301,1
61303,1
61304,1
61305,0
61308,1
61310,0
61311,1
61312,1
61313,1
61315,1
61318,0
61320,1
61322,1
61323,1
61324,0
61326,1
61328,1
61330,1
61331,0
61332,1
61337,1
61338,1
61341,1
61344,1
61346,1
61349,1
61353,1
61355,1
61356,0
61358,0
61359,1
61362,0
61363,1
61366,1
61367,1
61368,1
61370,0
61372,1
61373,1
61374,1
61375,1
61376,0
61377,1
61381,1
61382,0
61383,1
61384,1
61385,1
61390,1
61391,0
61393,0
61398,0
61399,0
61400,0
61402,1
61404,1
61406,1
61407,1
61410,1
61411,1
61412,1
61413,1
61414,1
61415,0
61417,0
61418,0
61427,1
61428,1
61429,0
61431,0
61435,0
61436,0
61437,1
61438,0
61441,0
61443,1
61444,1
61445,0
61446,1
61447,1
61449,0
61452,0
61455,1
61456,1
61459,1
61460,1
61462,1
61465,1
61466,1
61467,0
61468,1
61469,1
61471,0
61472,1
61478,1
61479,0
61482,1
61484,1
61486,1
61487,1
61489,1
61490,1
61491,1
61493,0
61495,1
61497,1
61498,1
61501,1
61506,1
61507,1
61508,1
61509,0
61510,1
61511,1
61512,1
61514,1
61515,1
61516,0
61517,1
61520,1
61521,1
61522,0
61525,1
61526,0
61528,1
61529,0
61531,1
61533,1
61535,0
61536,0
61539,1
61540,1
61543,1
61545,1
61546,0
61547,1
61550,0
61551,1
61552,1
61553,1
61554,1
61556,1
61559,1
61560,0
61561,1
61563,1
61565,1
61567,1
61570,1
61572,0
61575,0
61576,1
61578,1
61580,1
61581,1
61582,0
61583,1
61585,1
61587,1
61588,1
61590,0
61594,1
61595,1
61596,1
61598,1
61599,1
61600,0
61601,0
61604,1
61606,1
61607,1
61608,1
61610,0
61611,1
61614,1
61616,1
61617,1
61619,1
61620,1
61622,1
61623,1
61625,0
61626,1
61627,1
61628,1
61629,1
61631,1
61632,1
61633,1
61634,1
61636,0
61640,1
61642,0
61643,1
61644,1
61645,1
61647,1
61649,0
61650,1
61652,1
61654,0
61655,0
61659,1
61663,1
61664,1
61665,1
61667,1
61668,1
61669,1
61670,0
61672,1
61673,1
61674,1
61677,1
61678,0
61679,1
61680,1
61683,1
61685,1
61686,0
61688,0
61690,1
61691,1
61692,0
61693,1
61694,1
61695,1
61696,1
61699,1
61701,1
61702,0
61705,0
61712,0
61713,0
61714,1
61715,0
61716,1
61718,0
61719,1
61720,0
61724,1
61726,1
61730,1
61731,1
61732,1
61733,1
61734,1
61736,0
61738,1
61739,0
61744,1
61749,1
61750,1
61753,1
61754,0
61755,1
61756,0
61760,1
61761,1
61762,1
61766,0
61767,1
61768,1
61769,1
61771,0
61772,0
61777,1
61779,0
61780,1
61781,1
61782,1
61785,1
61786,1
61791,1
61793,0
61798,1
61800,1
61801,0
61802,0
61803,0
61805,1
61806,0
61807,0
61808,1
61811,1
61812,1
61813,0
61814,1
61818,0
61819,1
61822,1
61823,0
61835,0
61838,1
61839,1
61840,1
61842,0
61843,1
61844,1
61847,1
61848,1
61849,1
61852,1
61853,1
61854,1
61855,1
61856,1
61857,1
61858,1
61859,1
61861,1
61862,1
61867,1
61871,1
61873,1
61875,1
61876,1
61877,1
61880,1
61883,0
61886,1
61890,0
61893,0
61895,1
61900,0
61904,0
61905,1
61906,0
61909,1
61911,1
61914,1
61917,1
61920,1
61922,1
61923,1
61924,0
61925,1
61927,1
61930,1
61931,0
61936,0
61937,1
61939,1
61942,0
61945,1
61946,0
61950,0
61952,1
61953,0
61954,1
61956,1
61957,0
61958,1
61959,1
61960,1
61961,0
61962,0
61963,0
61967,1
61968,0
61973,1
61975,0
61976,1
61981,1
61982,1
61985,0
61986,1
61989,1
61991,1
61992,1
61993,1
61994,1
61998,1
62000,1
62001,1
62003,1
62004,1
62009,0
62010,1
62011,0
62012,1
62013,1
62014,1
62015,1
62019,1
62023,1
62027,1
62028,0
62029,1
62031,1
62033,0
62034,1
62035,1
62036,1
62039,1
62043,1
62044,1
62045,1
62047,1
62050,0
62051,1
62053,0
62054,1
62058,1
62059,1
62060,1
62062,1
62063,0
62065,1
62068,1
62070,1
62071,1
62076,1
62077,1
62079,1
62080,1
62081,1
62084,0
62086,1
62087,1
62088,1
62090,1
62092,0
62094,1
62095,0
62096,1
62097,1
62101,0
62102,1
62104,0
62105,1
62109,1
62111,1
62118,0
62119,1
62123,0
62124,1
62128,1
62132,0
62135,1
62138,1
62139,0
62142,1
62143,1
62147,1
62149,1
62151,1
62152,0
62153,1
62156,1
62157,0
62159,0
62160,1
62161,1
62163,0
62165,1
62172,0
62173,1
62180,1
62185,1
62186,1
62187,1
62191,1
62193,1
62196,1
62197,1
62198,1
62201,1
62204,1
62205,1
62206,1
62209,1
62210,1
62212,1
62215,1
62216,1
62217,0
62218,0
62222,0
62224,1
62226,0
62227,1
62229,1
62233,0
62237,1
62239,1
62241,1
62245,1
62247,1
62250,1
62251,1
62252,0
62253,0
62254,1
62258,1
62259,0
62262,1
62263,0
62264,1
62265,1
62267,1
62270,0
62271,1
62272,1
62274,1
62275,0
62276,0
62277,1
62279,1
62280,1
62282,1
62283,1
62287,1
62288,1
62289,1
62291,1
62293,1
62295,1
62297,1
62300,1
62302,0
62304,1
62305,0
62306,0
62307,0
62310,1
62311,0
62313,1
62314,1
62315,1
62319,0
62323,1
62325,1
62328,1
62329,1
62330,1
62331,1
62332,1
62334,0
62336,1
62337,1
62339,0
62340,1
62343,1
62351,1
62352,0
62354,1
62355,1
62356,1
62357,1
62358,1
62360,1
62362,0
62363,1
62364,1
62365,1
62368,1
62370,1
62371,1
62372,1
62373,0
62377,0
62379,1
62380,1
62381,0
62382,1
62389,0
62391,1
62393,1
62401,1
62402,0
62404,1
62406,0
62410,1
62412,0
62413,1
62416,1
62421,1
62422,1
62426,0
62427,1
62428,1
62430,1
62431,1
62432,0
62437,1
62440,0
62444,1
62445,0
62449,1
62450,0
62451,0
62459,0
62460,1
62461,0
62464,1
62465,1
62466,1
62469,1
62470,1
62473,0
62474,1
62483,1
62485,0
62488,1
62489,0
62491,1
62495,1
62496,1
62500,1
62501,1
62502,1
62504,0
62506,0
62508,0
62509,1
62510,0
62511,0
62512,0
62513,1
62514,1
62515,1
62516,1
62517,1
62519,0
62521,1
62522,0
62524,1
62527,0
62528,1
62530,1
62533,1
62534,0
62537,0
62540,1
62541,1
62543,0
62546,1
62547,1
62548,1
62549,0
62550,1
62553,1
62554,1
62555,1
62557,1
62561,1
62562,1
62563,1
62564,1
62567,0
62573,1
62574,1
62575,0
62577,1
62579,0
62580,1
62581,1
62582,1
62583,1
62588,1
62589,1
62592,0
62593,1
62597,1
62598,1
62602,0
62603,1
62604,0
62605,1
62607,1
62608,1
62609,1
62610,1
62611,1
62612,1
62614,1
62615,1
62617,1
62618,0
62619,1
62620,1
62626,1
62629,1
62635,1
62636,1
62637,0
62638,0
62640,1
62642,1
62646,0
62647,1
62648,1
62649,1
62652,0
62654,1
62657,1
62659,1
62662,1
62663,1
62664,1
62666,1
62668,1
62669,0
62670,1
62672,1
62676,1
62679,0
62682,0
62687,1
62691,1
62694,0
62695,0
62696,1
62697,1
62699,1
62701,1
62702,1
62703,0
62704,0
62705,1
62706,1
62707,1
62708,1
62709,1
62711,0
62714,0
62721,1
62724,1
62725,0
62727,1
62729,1
62730,0
62734,1
62737,1
62738,1
62740,0
62742,1
62745,0
62747,1
62748,1
62749,1
62750,1
62751,1
62753,1
62756,1
62757,1
62759,1
62761,1
62762,1
62766,0
62767,1
62770,1
62771,0
62774,1
62775,1
62776,1
62777,1
62779,1
62780,1
62781,1
62784,1
62785,1
62786,1
62787,0
62790,1
62791,1
62793,0
62795,1
62798,0
62800,1
62801,0
62802,1
62806,0
62810,1
62811,1
62812,1
62813,0
62814,1
62816,1
62817,1
62818,1
62819,1
62821,0
62822,1
62823,0
62826,1
62828,1
62830,0
62834,1
62835,1
62838,1
62839,1
62840,1
62843,0
62844,0
62849,1
62851,1
62854,1
62855,1
62859,1
62862,1
62864,0
62869,0
62871,1
62872,0
62873,1
62874,1
62875,0
62877,1
62880,1
62881,1
62882,1
62883,1
62884,0
62885,0
62887,1
62892,1
62893,1
62894,0
62899,1
62901,0
62903,0
62906,1
62908,1
62910,1
62911,1
62912,1
62915,0
62916,1
62925,0
62926,1
62928,1
62931,1
62932,1
62933,1
62934,1
62935,1
62938,1
62940,0
62941,1
62942,1
62947,1
62949,1
62950,1
62951,1
62952,1
62956,1
62960,1
62962,0
62969,1
62970,1
62975,1
62977,1
62979,1
62981,1
62984,1
62990,1
62991,0
62994,0
62995,1
62996,1
62997,0
62998,1
62999,1
63001,1
63002,1
63005,0
63006,0
63010,1
63012,1
63013,0
63016,0
63019,1
63020,0
63021,0
63023,0
63025,1
63026,1
63027,1
63028,0
63029,1
63030,1
63032,1
63033,1
63036,1
63042,0
63043,0
63046,1
63047,1
63049,1
63050,1
63055,1
63056,1
63059,1
63061,1
63063,0
63064,1
63065,1
63066,1
63069,1
63073,0
63075,0
63078,1
63080,1
63085,1
63086,1
63090,0
63091,1
63094,1
63095,1
63097,1
63098,0
63099,1
63100,0
63102,1
63107,0
63109,0
63110,1
63112,1
63113,1
63114,0
63116,0
63117,1
63119,1
63120,1
63122,0
63123,1
63124,0
63125,0
63126,1
63128,1
63130,1
63131,0
63132,0
63133,0
63136,1
63137,1
63138,0
63139,1
63142,1
63144,1
63145,1
63148,1
63152,0
63154,0
63155,1
63157,1
63158,0
63159,1
63160,1
63161,0
63162,0
63163,1
63165,1
63166,1
63167,0
63168,1
63169,1
63171,1
63174,1
63175,0
63177,1
63178,1
63183,1
63185,1
63186,1
63187,1
63188,1
63189,1
63190,0
63191,0
63193,1
63197,1
63198,1
63199,1
63200,1
63201,1
63202,0
63206,1
63207,1
63208,0
63209,1
63212,1
63213,1
63214,1
63216,1
63217,0
63218,1
63219,0
63220,1
63224,1
63228,1
63231,1
63233,1
63235,1
63237,1
63238,1
63242,1
63247,1
63248,1
63251,0
63252,0
63253,1
63254,1
63255,1
63259,1
63260,0
63262,0
63263,1
63264,1
63265,1
63266,1
63267,0
63268,1
63274,1
63277,1
63278,0
63282,1
63284,1
63285,1
63286,0
63289,0
63294,1
63297,0
63299,1
63303,1
63305,1
63308,0
63309,1
63310,1
63311,1
63312,0
63316,1
63317,1
63322,1
63323,1
63324,0
63326,0
63332,0
63336,0
63337,0
63338,1
63339,0
63342,1
63343,1
63344,1
63346,0
63351,1
63353,1
63358,0
63359,1
63360,1
63361,1
63363,1
63365,1
63366,1
63367,0
63371,1
63373,0
63374,1
63375,0
63377,1
63378,1
63383,1
63385,1
63386,0
63387,1
63398,1
63400,1
63401,1
63402,1
63403,1
63407,0
63409,1
63411,1
63413,1
63414,0
63415,1
63416,1
63421,1
63422,1
63423,1
63424,1
63425,1
63426,1
63427,1
63428,0
63429,1
63430,1
63431,0
63432,1
63436,0
63437,1
63438,0
63440,0
63442,0
63444,0
63447,1
63449,1
63450,1
63454,1
63455,0
63457,1
63459,1
63461,1
63462,0
63463,1
63464,1
63470,0
63473,1
63474,1
63476,0
63477,0
63478,0
63479,1
63483,1
63484,1
63485,1
63486,1
63488,1
63492,1
63493,1
63503,1
63505,1
63506,1
63508,0
63511,0
63514,1
63515,0
63517,0
63519,1
63521,0
63522,1
63523,0
63528,0
63531,0
63532,0
63533,1
63534,1
63535,1
63537,1
63538,1
63539,1
63541,1
63542,1
63546,0
63549,1
63550,1
63552,0
63553,1
63556,1
63558,0
63559,1
63560,0
63564,1
63565,0
63567,1
63568,1
63569,0
63571,1
63572,0
63575,0
63577,1
63578,0
63580,1
63581,1
63582,1
63583,1
63585,0
63586,1
63587,0
63589,1
63591,1
63593,1
63594,1
63596,1
63598,0
63600,0
63601,0
63602,1
63604,1
63607,0
63610,1
63611,1
63614,1
63616,1
63619,0
63622,1
63624,1
63625,1
63626,1
63627,1
63628,0
63629,1
63631,1
63632,1
63634,0
63636,1
63637,1
63638,1
63639,0
63640,1
63643,1
63645,1
63646,0
63647,1
63648,1
63651,0
63652,0
63653,0
63654,1
63655,0
63658,0
63659,1
63660,0
63663,1
63665,1
63668,0
63670,1
63676,1
63680,0
63684,1
63685,1
63686,1
63687,1
63694,0
63695,1
63696,1
63697,1
63700,1
63701,1
63702,1
63703,1
63704,1
63705,1
63706,0
63707,1
63710,1
63711,1
63712,1
63713,1
63714,1
63716,1
63717,1
63718,1
63721,1
63723,1
63724,1
63726,0
63727,1
63729,1
63730,1
63731,1
63732,1
63737,1
63738,1
63739,1
63741,0
63743,1
63745,1
63746,1
63747,0
63748,0
63749,1
63752,1
63754,1
63756,1
63761,1
63763,1
63765,1
63768,1
63769,1
63774,1
63776,1
63777,1
63779,0
63780,1
63782,1
63783,0
63784,0
63785,0
63786,1
63787,1
63788,1
63790,1
63792,0
63796,0
63797,1
63798,1
63800,0
63803,1
63808,1
63810,0
63811,0
63812,0
63813,1
63814,1
63817,0
63821,1
63822,1
63823,0
63825,1
63826,1
63827,1
63828,1
63829,1
63830,1
63840,0
63843,0
63848,1
63849,1
63854,1
63855,1
63856,1
63857,1
63860,1
63862,0
63863,1
63864,1
63865,1
63872,1
63873,1
63876,1
63877,1
63884,1
63888,0
63891,1
63892,1
63893,1
63894,1
63895,1
63898,0
63899,1
63903,1
63904,1
63905,1
63908,1
63910,0
63911,1
63912,1
63913,0
63914,1
63915,1
63919,1
63920,1
63921,1
63925,1
63930,1
63931,0
63934,1
63936,1
63937,0
63938,1
63939,1
63941,1
63944,1
63948,1
63949,0
63951,1
63952,1
63953,1
63955,1
63956,1
63958,1
63960,1
63961,1
63965,0
63967,1
63969,1
63970,1
63971,0
63972,1
63973,0
63975,1
63976,1
63980,1
63981,0
63983,1
63985,1
63986,1
63991,1
63998,1
63999,0
64001,0
64006,1
64008,0
64009,1
64011,0
64012,1
64014,1
64018,1
64019,0
64021,0
64022,1
64023,1
64024,1
64031,1
64035,1
64038,1
64041,0
64043,0
64044,1
64045,1
64046,1
64050,1
64051,1
64052,1
64053,1
64055,1
64061,1
64062,1
64063,1
64066,1
64069,1
64072,1
64073,1
64076,0
64077,1
64081,1
64082,1
64083,1
64088,1
64089,1
64091,1
64092,1
64094,1
64099,1
64101,1
64102,1
64105,1
64107,1
64108,1
64109,1
64110,1
64111,1
64112,1
64114,1
64116,0
64118,1
64119,0
64120,1
64121,1
64124,1
64125,1
64126,0
64128,1
64129,1
64130,1
64132,1
64136,1
64137,1
64141,1
64142,1
64143,1
64144,1
64145,0
64149,1
64150,1
64152,1
64153,0
64154,1
64158,1
64159,1
64160,1
64161,1
64162,1
64164,1
64165,1
64169,1
64170,1
64172,1
64173,1
64174,1
64175,1
64179,1
64181,1
64183,0
64184,1
64186,1
64187,1
64188,1
64189,1
64190,0
64191,1
64193,1
64195,1
64199,1
64200,1
64202,1
64203,0
64205,1
64206,1
64208,1
64211,1
64212,1
64225,1
64226,1
64229,1
64231,1
64233,1
64238,0
64239,1
64240,1
64241,1
64244,1
64246,1
64252,0
64253,0
64254,1
64258,0
64259,1
64263,1
64264,1
64265,1
64266,1
64267,1
64269,1
64271,1
64276,1
64278,1
64280,1
64281,1
64287,0
64288,1
64292,1
64294,0
64296,0
64297,1
64308,1
64309,1
64312,1
64314,1
64318,0
64319,0
64322,1
64323,0
64324,1
64325,1
64326,1
64328,1
64329,1
64330,1
64331,1
64332,1
64333,1
64336,1
64337,1
64338,1
64339,1
64343,1
64344,1
64347,1
64348,1
64351,1
64352,0
64354,1
64355,1
64356,1
64357,1
64360,0
64361,0
64362,0
64363,0
64365,1
64371,1
64372,1
64375,1
64377,1
64380,1
64381,1
64386,1
64387,0
64388,0
64392,1
64395,1
64397,1
64398,1
64400,1
64403,1
64404,0
64406,1
64407,1
64408,1
64410,1
64412,1
64414,1
64418,1
64419,1
64420,0
64422,1
64423,0
64424,0
64426,1
64427,1
64428,1
64429,1
64431,1
64434,0
64437,0
64441,1
64443,0
64445,1
64451,0
64453,1
64454,1
64455,1
64457,1
64461,1
64462,1
64463,0
64473,1
64474,1
64476,0
64478,0
64479,1
64480,0
64482,1
64483,1
64486,1
64488,1
64493,0
64495,0
64498,1
64501,1
64502,0
64503,1
64504,1
64505,0
64506,0
64507,1
64508,1
64509,0
64511,0
64512,1
64513,1
64514,1
64515,0
64516,1
64518,1
64520,1
64522,0
64523,1
64526,1
64527,0
64531,0
64534,1
64535,1
64537,1
64538,0
64542,1
64543,1
64544,0
64546,1
64548,1
64550,0
64552,1
64553,1
64554,1
64555,1
64556,1
64557,1
64558,1
64559,0
64562,1
64565,0
64571,1
64572,1
64573,1
64574,1
64575,1
64576,1
64578,1
64580,1
64581,1
64582,0
64583,0
64585,1
64589,0
64590,1
64591,1
64593,0
64594,0
64599,1
64601,1
64603,1
64604,1
64605,1
64606,1
64609,1
64610,0
64611,1
64615,1
64620,0
64622,1
64624,1
64625,0
64626,1
64627,0
64630,0
64631,1
64636,1
64641,1
64644,1
64645,1
64646,0
64648,1
64650,0
64652,1
64653,0
64657,1
64661,1
64662,0
64665,1
64669,1
64670,0
64672,1
64673,0
64677,1
64682,1
64683,1
64685,0
64689,1
64691,0
64696,1
64699,0
64704,1
64705,1
64706,0
64709,1
64711,1
64712,1
64716,1
64717,1
64718,0
64722,1
64724,1
64725,0
64726,0
64729,1
64730,1
64733,1
64738,0
64739,1
64746,1
64749,1
64750,1
64751,1
64752,1
64753,1
64754,1
64756,1
64758,0
64759,0
64760,1
64761,1
64762,1
64764,1
64767,1
64769,1
64770,0
64771,1
64772,1
64773,0
64775,1
64779,1
64782,1
64783,1
64784,1
64785,1
64786,1
64793,1
64797,1
64799,1
64800,1
64801,1
64802,0
64803,0
64806,1
64808,1
64809,0
64810,1
64811,1
64812,1
64813,0
64815,1
64816,1
64817,1
64820,0
64823,0
64824,1
64825,1
64828,1
64830,1
64831,1
64832,1
64834,0
64835,1
64838,1
64839,1
64840,0
64841,1
64843,1
64844,1
64847,1
64848,1
64849,1
64850,0
64851,1
64855,1
64858,1
64860,0
64861,1
64863,0
64869,0
64870,1
64872,0
64875,1
64876,1
64877,0
64881,0
64882,1
64884,1
64886,0
64887,1
64891,0
64893,1
64895,1
64898,1
64902,1
64903,1
64904,1
64908,1
64909,0
64910,1
64912,0
64913,1
64914,1
64915,0
64916,0
64917,1
64919,1
64920,1
64925,0
64930,1
64931,0
64933,1
64938,1
64940,1
64941,1
64945,1
64947,1
64948,1
64950,0
64951,1
64952,0
64954,1
64958,1
64961,1
64964,1
64967,1
64969,0
64974,1
64976,0
64977,1
64978,0
64980,1
64984,1
64986,0
64990,1
64991,1
64993,1
64994,1
64996,0
64997,0
65000,0
65001,1
65002,1
65003,1
65005,0
65007,1
65009,1
65010,1
65011,0
65017,1
65018,0
65019,1
65020,1
65021,1
65030,1
65031,0
65032,1
65039,0
65040,1
65042,0
65043,0
65044,1
65045,0
65046,1
65049,0
65058,1
65060,1
65064,1
65065,1
65068,1
65070,1
65074,1
65076,1
65077,1
65078,0
65080,1
65082,1
65083,0
65089,0
65101,1
65102,1
65103,1
65104,1
65107,1
65112,1
65113,0
65114,1
65115,0
65116,0
65118,1
65119,1
65121,1
65123,0
65128,1
65129,1
65130,1
65131,1
65132,1
65142,1
65143,1
65144,1
65147,0
65149,0
65150,1
65151,0
65152,1
65154,1
65156,1
65157,1
65159,0
65160,0
65161,1
65162,1
65163,1
65166,1
65168,0
65170,0
65172,1
65173,0
65174,1
65176,1
65177,1
65183,1
65184,1
65186,1
65188,0
65194,1
65199,1
65202,1
65203,1
65205,1
65206,1
65208,1
65209,1
65216,0
65218,1
65219,1
65220,1
65221,0
65223,1
65226,1
65229,1
65230,1
65231,0
65232,0
65234,1
65235,0
65239,0
65240,1
65241,0
65245,1
65246,0
65248,1
65249,1
65250,1
65252,0
65259,1
65260,0
65261,1
65262,1
65263,1
65264,1
65265,1
65267,0
65268,1
65271,1
65275,0
65278,1
65282,1
65283,0
65286,0
65289,0
65292,1
65296,1
65297,1
65298,1
65301,1
65303,0
65304,1
65306,1
65309,1
65312,1
65313,1
65314,1
65316,1
65318,1
65319,1
65325,1
65328,1
65330,1
65331,1
65332,1
65333,0
65334,1
65337,1
65339,1
65340,1
65342,1
65344,1
65345,1
65346,1
65350,0
65351,1
65352,1
65354,1
65357,1
65358,0
65359,1
65360,0
65361,1
65362,0
65364,1
65365,1
65367,1
65368,1
65369,1
65373,1
65374,1
65376,1
65377,0
65379,1
65380,1
65381,0
65382,1
65383,1
65384,1
65386,1
65387,1
65388,1
65389,0
65390,0
65391,0
65394,1
65398,1
65401,1
65402,1
65403,0
65404,1
65406,1
65407,0
65408,1
65409,1
65410,0
65412,1
65413,1
65414,0
65418,1
65420,0
65422,0
65424,1
65426,1
65428,1
65429,1
65430,0
65432,1
65433,1
65434,1
65436,1
65437,0
65440,1
65442,1
65443,1
65446,1
65449,1
65450,0
65451,0
65455,0
65456,1
65457,1
65458,1
65459,1
65461,1
65465,0
65466,1
65468,1
65475,1
65476,0
65477,1
65478,1
65479,1
65484,1
65485,1
65488,1
65489,1
65491,1
65492,1
65493,1
65494,1
65496,1
65497,1
65503,1
65505,1
65508,0
65509,1
65511,0
65512,0
65515,1
65516,1
65517,1
65521,0
65526,0
65527,1
65529,0
65531,1
65533,1
65535,1
65537,1
65542,0
65543,1
65544,1
65546,1
65551,1
65552,0
65554,0
65555,1
65557,1
65558,0
65559,1
65560,0
65561,1
65562,1
65563,1
65564,1
65566,1
65570,1
65571,1
65572,1
65573,1
65574,1
65577,1
65578,0
65582,1
65583,1
65584,1
65585,0
65586,1
65587,1
65588,1
65590,1
65593,1
65597,1
65601,1
65602,1
65609,1
65611,1
65613,1
65614,1
65615,1
65616,1
65617,1
65618,1
65624,1
65626,1
65629,1
65630,1
65631,1
65635,1
65636,1
65637,0
65640,1
65641,0
65642,1
65645,1
65646,1
65647,1
65649,1
65650,0
65651,0
65652,1
65653,1
65655,1
65658,1
65659,0
65661,1
65662,1
65663,1
65664,0
65665,1
65669,0
65674,1
65675,0
65678,1
65679,1
65680,1
65682,1
65685,1
65686,1
65687,0
65689,0
65691,1
65693,1
65695,1
65697,1
65698,0
65699,1
65705,1
65708,1
65710,1
65713,0
65715,1
65717,1
65721,1
65723,1
65724,1
65727,1
65730,1
65731,1
65733,1
65734,1
65737,0
65740,1
65741,1
65745,1
65747,0
65750,0
65752,0
65753,1
65755,1
65756,1
65758,0
65759,1
65760,1
65762,0
65766,1
65767,1
65768,0
65769,1
65770,1
65773,1
65775,0
65776,1
65778,0
65782,1
65783,1
65784,1
65787,1
65788,1
65789,1
65790,0
65792,1
65794,1
65795,1
65797,1
65798,1
65799,1
65803,1
65804,1
65805,1
65807,1
65808,1
65810,1
65811,1
65812,1
65814,1
65815,1
65817,1
65818,0
65821,1
65823,0
65825,0
65826,0
65827,1
65831,1
65833,1
65836,1
65837,1
65839,0
65840,0
65845,1
65846,1
65847,1
65849,0
65850,1
65851,1
65853,1
65857,1
65858,1
65859,1
65861,1
65862,1
65863,1
65864,0
65865,1
65868,1
65869,1
65873,1
65874,0
65875,1
65878,0
65879,0
65880,1
65881,1
65882,1
65884,1
65886,0
65887,1
65888,0
65889,0
65893,1
65897,1
65900,1
65903,1
65906,1
65907,1
65911,1
65912,1
65914,1
65916,1
65917,0
65918,1
65919,0
65922,1
65924,1
65929,0
65931,1
65932,0
65933,0
65935,1
65938,1
65941,1
65943,0
65945,1
65946,1
65947,1
65948,1
65949,1
65950,0
65952,1
65955,1
65956,1
65964,0
65967,1
65968,1
65970,1
65971,1
65972,1
65973,0
65977,1
65978,1
65981,0
65983,1
65984,1
65986,1
65987,1
65988,1
65989,0
65990,0
65993,0
65994,1
65995,1
65999,0
66000,0
66003,0
66005,1
66008,1
66010,0
66011,1
66014,1
66015,1
66021,1
66022,0
66023,0
66024,1
66025,1
66026,1
66029,1
66031,1
66032,1
66033,1
66035,1
66036,1
66039,1
66040,1
66041,0
66042,1
66045,1
66046,0
66047,0
66048,1
66049,0
66050,1
66051,1
66052,1
66056,1
66059,0
66061,1
66065,1
66067,1
66068,1
66069,0
66070,1
66074,0
66075,1
66076,0
66077,1
66078,1
66079,1
66080,1
66081,0
66082,0
66087,1
66089,1
66090,1
66091,1
66092,1
66093,1
66094,0
66101,1
66104,0
66106,0
66108,1
66109,1
66110,1
66111,0
66112,1
66115,0
66116,1
66117,1
66121,0
66123,1
66126,0
66129,0
66130,0
66131,1
66132,1
66133,1
66134,1
66135,1
66139,1
66142,1
66143,0
66146,1
66150,1
66151,1
66153,1
66156,1
66158,1
66159,1
66160,0
66161,1
66163,0
66164,0
66166,1
66169,1
66170,1
66173,1
66174,1
66176,1
66177,1
66178,1
66180,1
66181,1
66182,1
66184,1
66186,0
66190,1
66192,0
66198,1
66199,0
66201,1
66204,0
66205,1
66206,1
66208,1
66210,1
66212,1
66214,1
66215,1
66216,1
66218,0
66221,1
66222,1
66223,0
66224,1
66226,1
66227,1
66229,1
66230,0
66232,1
66233,1
66234,1
66236,1
66237,1
66239,1
66240,1
66243,1
66244,1
66245,1
66246,0
66248,0
66249,1
66250,1
66251,1
66252,1
66253,1
66255,1
66256,1
66258,0
66262,1
66263,1
66264,1
66266,1
66267,1
66268,1
66269,1
66270,0
66274,1
66275,1
66276,1
66278,1
66279,1
66282,0
66283,0
66284,0
66287,1
66290,1
66292,1
66293,1
66294,0
66295,0
66297,1
66298,1
66304,1
66307,1
66308,0
