,LoanStatus
21808,1
21811,1
21815,1
21816,1
21817,1
21818,1
21819,0
21821,0
21825,1
21827,1
21828,1
21831,1
21833,0
21836,1
21837,1
21840,1
21848,0
21852,1
21853,1
21855,1
21857,0
21859,1
21860,1
21866,1
21868,0
21869,1
21874,0
21875,1
21877,1
21878,1
21879,1
21880,1
21881,1
21882,1
21883,1
21885,1
21886,0
21888,1
21893,0
21895,1
21897,1
21898,1
21900,1
21901,1
21902,0
21905,1
21907,1
21910,1
21911,1
21912,1
21915,1
21920,1
21921,0
21922,1
21924,1
21926,1
21931,1
21933,0
21934,1
21935,1
21939,1
21943,1
21945,1
21946,1
21949,1
21950,1
21951,0
21952,1
21953,1
21955,1
21956,1
21960,1
21961,1
21962,1
21963,1
21965,1
21966,0
21972,1
21974,0
21975,0
21976,0
21978,1
21981,0
21986,1
21988,1
21989,1
21991,1
21992,1
21994,1
21995,0
21997,0
21999,1
22006,1
22007,1
22011,0
22013,1
22015,1
22019,1
22022,0
22024,1
22028,0
22032,1
22034,1
22035,0
22036,0
22037,1
22039,1
22041,1
22043,0
22044,1
22046,1
22048,1
22049,1
22050,1
22051,1
22053,1
22054,1
22055,0
22056,1
22057,0
22058,0
22059,1
22060,1
22062,1
22065,1
22066,1
22068,1
22072,1
22074,0
22076,0
22078,1
22079,1
22080,0
22081,1
22082,1
22083,1
22086,1
22087,1
22088,1
22089,1
22091,1
22092,1
22096,1
22098,0
22099,1
22105,1
22107,1
22108,0
22111,1
22112,1
22115,0
22116,0
22118,1
22119,1
22120,1
22124,1
22128,1
22129,1
22131,1
22132,0
22136,0
22137,1
22138,0
22142,1
22150,1
22152,1
22153,0
22156,1
22163,1
22164,1
22166,1
22167,1
22169,1
22170,1
22171,1
22172,1
22178,1
22183,1
22185,1
22187,0
22189,1
22194,1
22195,0
22197,0
22198,1
22201,0
22207,1
22213,0
22217,1
22218,1
22220,1
22224,0
22225,1
22226,0
22228,1
22229,1
22234,1
22236,1
22240,1
22241,1
22243,1
22247,1
22248,1
22250,0
22251,1
22253,1
22255,1
22257,0
22258,0
22259,1
22260,0
22262,1
22263,1
22264,1
22266,1
22267,0
22269,1
22271,1
22272,0
22273,1
22274,1
22276,0
22278,1
22280,1
22281,1
22282,1
22283,1
22286,1
22288,1
22289,1
22291,1
22292,1
22293,1
22294,1
22296,0
22298,1
22299,1
22303,1
22304,1
22306,1
22307,0
22308,1
22309,0
22311,0
22312,0
22313,1
22314,1
22316,1
22319,1
22320,1
22321,1
22322,1
22323,1
22324,1
22325,1
22327,1
22328,1
22329,1
22330,0
22331,0
22332,1
22333,1
22335,1
22342,1
22344,1
22346,1
22348,0
22349,0
22350,1
22358,1
22360,1
22364,1
22368,0
22369,1
22370,1
22372,1
22374,1
22376,1
22377,1
22382,1
22386,0
22387,1
22388,1
22389,0
22391,0
22394,0
22397,1
22399,1
22402,1
22403,1
22404,1
22405,1
22406,0
22413,1
22414,1
22416,1
22419,1
22420,1
22421,1
22424,0
22425,1
22426,1
22429,1
22431,1
22433,1
22437,1
22438,1
22439,1
22441,1
22444,1
22447,1
22448,1
22451,1
22453,1
22455,1
22459,1
22461,1
22462,1
22464,1
22465,0
22468,1
22469,0
22471,1
22472,1
22473,1
22474,0
22475,1
22477,1
22479,1
22481,1
22482,1
22483,1
22484,1
22485,1
22487,1
22489,1
22490,1
22492,1
22493,0
22494,1
22497,0
22498,0
22500,1
22501,1
22502,1
22503,1
22505,1
22506,1
22507,1
22509,1
22510,0
22511,1
22513,1
22515,1
22517,0
22518,1
22519,1
22521,1
22522,1
22524,1
22527,1
22529,1
22530,1
22534,1
22536,1
22538,1
22539,1
22542,1
22543,1
22545,1
22546,1
22547,1
22548,0
22555,1
22556,1
22558,1
22561,1
22562,1
22563,0
22565,1
22567,1
22570,1
22571,1
22572,1
22573,1
22575,1
22578,1
22582,0
22587,1
22588,1
22589,1
22590,1
22591,0
22592,1
22593,1
22596,1
22597,1
22599,0
22600,1
22601,1
22602,1
22604,1
22606,1
22610,1
22611,1
22612,1
22616,0
22617,1
22621,0
22622,1
22623,1
22625,1
22627,0
22628,1
22630,0
22631,0
22634,0
22635,0
22636,1
22639,1
22640,1
22643,1
22644,1
22645,1
22647,0
22648,1
22649,0
22650,1
22652,1
22653,1
22654,1
22660,1
22661,0
22662,0
22664,1
22665,1
22666,1
22667,0
22668,1
22672,1
22675,0
22678,1
22679,0
22681,0
22682,1
22684,1
22687,0
22689,1
22690,0
22692,1
22694,0
22696,0
22697,1
22700,1
22701,1
22702,0
22703,0
22704,1
22707,1
22708,1
22711,0
22713,1
22716,1
22717,0
22721,1
22726,1
22728,1
22730,1
22731,1
22732,1
22733,1
22734,0
22735,1
22739,1
22740,0
22745,1
22750,1
22751,1
22752,1
22754,1
22756,1
22758,1
22759,1
22761,1
22764,1
22765,1
22766,0
22767,1
22768,1
22769,1
22776,0
22779,1
22781,1
22782,1
22783,0
22784,1
22785,0
22788,1
22789,1
22791,0
22792,1
22793,0
22794,1
22798,0
22799,1
22805,0
22808,1
22810,1
22811,1
22813,1
22814,1
22815,0
22816,0
22818,1
22823,1
22825,1
22828,1
22829,1
22831,1
22832,0
22837,0
22838,1
22845,1
22847,1
22848,1
22850,0
22851,0
22852,1
22853,1
22858,1
22859,1
22865,0
22869,1
22872,1
22873,0
22881,1
22883,1
22885,1
22886,1
22887,1
22888,0
22889,1
22891,0
22892,1
22896,0
22898,1
22899,1
22901,1
22903,1
22905,1
22908,0
22911,0
22917,1
22918,1
22919,1
22925,1
22926,1
22930,1
22931,1
22932,1
22933,1
22934,0
22935,0
22936,1
22937,1
22938,1
22941,1
22945,1
22946,1
22948,1
22949,1
22950,1
22951,1
22952,0
22953,0
22954,0
22956,1
22958,1
22960,1
22966,1
22968,1
22969,1
22970,1
22971,1
22975,1
22976,1
22977,1
22979,1
22980,0
22983,0
22986,1
22988,0
22991,1
22992,1
22993,0
22996,1
22997,1
23000,1
23002,1
23003,1
23004,0
23007,1
23008,1
23010,1
23011,1
23012,1
23013,0
23016,1
23019,1
23022,1
23023,0
23025,1
23027,1
23028,1
23029,0
23032,1
23033,1
23034,1
23035,1
23036,1
23040,1
23045,1
23047,1
23048,1
23050,1
23054,0
23055,1
23057,1
23059,1
23061,1
23064,1
23067,1
23069,0
23070,1
23071,0
23074,0
23075,1
23078,1
23083,1
23084,1
23085,1
23086,1
23088,1
23090,1
23092,1
23093,1
23095,0
23096,1
23097,1
23101,0
23103,1
23104,0
23107,1
23108,0
23110,0
23111,1
23112,1
23113,1
23116,1
23117,1
23120,1
23125,1
23126,1
23127,0
23128,1
23129,1
23130,1
23131,1
23134,1
23135,1
23136,1
23139,1
23140,0
23141,1
23142,1
23143,1
23144,1
23145,1
23146,1
23147,1
23150,0
23151,1
23154,1
23156,1
23157,1
23158,0
23160,1
23161,0
23163,0
23164,0
23166,0
23170,1
23171,1
23174,1
23177,1
23180,1
23181,0
23183,1
23186,1
23188,1
23189,1
23190,1
23191,1
23193,1
23196,1
23197,1
23199,1
23200,1
23204,1
23207,0
23209,0
23210,1
23215,0
23216,1
23217,1
23218,1
23220,1
23222,1
23223,1
23225,0
23226,1
23228,1
23229,1
23230,1
23231,1
23234,1
23235,1
23236,1
23238,1
23239,0
23240,1
23241,1
23244,1
23245,1
23248,1
23249,0
23251,1
23252,1
23253,1
23254,0
23257,1
23259,1
23260,1
23261,0
23262,0
23263,1
23264,1
23265,1
23268,0
23272,1
23273,1
23283,1
23285,0
23286,1
23287,0
23288,0
23290,1
23291,0
23296,1
23298,1
23299,1
23302,1
23303,1
23304,1
23307,1
23309,0
23310,1
23312,1
23313,0
23316,1
23318,0
23319,1
23322,1
23323,1
23324,1
23325,1
23327,1
23329,1
23331,1
23332,0
23336,0
23337,1
23344,0
23345,1
23347,1
23349,0
23350,1
23351,0
23352,1
23354,1
23356,1
23357,1
23358,1
23359,1
23360,0
23363,1
23364,1
23365,1
23366,0
23369,0
23372,0
23373,0
23378,1
23380,1
23382,1
23383,1
23384,1
23386,1
23388,0
23389,1
23390,1
23394,0
23398,1
23403,1
23404,1
23407,1
23410,1
23412,1
23416,1
23417,1
23418,1
23419,1
23421,1
23422,1
23424,1
23427,1
23431,1
23434,1
23438,1
23443,1
23445,1
23448,1
23449,0
23450,1
23452,1
23453,0
23458,1
23459,1
23461,0
23462,1
23465,0
23467,1
23468,1
23470,1
23473,0
23475,0
23476,1
23477,0
23478,1
23480,0
23481,1
23484,0
23488,1
23489,1
23490,1
23492,0
23493,1
23495,1
23497,1
23500,1
23501,1
23502,0
23503,1
23505,0
23508,1
23509,1
23510,1
23514,1
23515,1
23518,0
23519,1
23520,1
23521,1
23522,0
23523,1
23524,1
23525,0
23526,1
23527,0
23529,1
23530,1
23532,1
23533,1
23534,1
23535,1
23537,0
23540,1
23541,0
23543,1
23545,1
23546,1
23547,1
23548,0
23555,1
23556,1
23557,1
23558,0
23559,1
23560,1
23565,1
23574,1
23575,1
23580,1
23581,1
23584,1
23585,0
23586,0
23589,1
23590,1
23594,0
23601,1
23602,1
23603,1
23605,1
23607,1
23608,1
23609,1
23613,1
23615,1
23616,1
23618,1
23620,0
23622,1
23623,1
23624,1
23626,0
23627,0
23628,0
23632,1
23634,1
23635,1
23636,1
23637,1
23638,0
23639,1
23641,1
23644,1
23646,1
23651,1
23652,1
23653,1
23654,1
23658,1
23659,1
23660,0
23663,1
23664,0
23669,1
23670,1
23672,0
23673,1
23678,1
23679,1
23682,0
23683,1
23684,1
23685,1
23686,1
23688,1
23689,1
23690,1
23692,1
23694,1
23696,0
23697,1
23699,1
23701,1
23703,1
23704,0
23706,0
23707,0
23708,0
23712,0
23713,1
23715,1
23717,1
23718,0
23720,1
23722,1
23723,1
23726,1
23729,1
23731,1
23733,0
23734,1
23738,0
23743,1
23745,1
23747,0
23749,0
23752,1
23754,1
23756,1
23757,1
23758,1
23759,0
23760,1
23763,1
23766,1
23767,0
23768,1
23770,0
23771,1
23774,1
23776,1
23777,1
23779,0
23781,1
23784,1
23789,0
23793,1
23797,1
23801,1
23802,1
23803,1
23807,0
23808,0
23810,1
23811,1
23814,1
23815,1
23818,1
23819,1
23820,0
23821,1
23822,1
23823,1
23824,1
23827,1
23828,1
23832,1
23833,0
23834,1
23835,1
23837,1
23838,1
23839,1
23841,0
23843,0
23844,1
23845,1
23846,1
23850,0
23851,1
23854,1
23855,1
23857,1
23859,1
23860,1
23862,1
23866,0
23867,1
23869,0
23870,1
23871,1
23872,1
23874,1
23876,1
23881,1
23882,1
23883,0
23885,1
23888,1
23893,1
23894,1
23897,1
23901,1
23903,1
23904,1
23906,1
23907,1
23909,1
23914,1
23916,0
23918,0
23920,0
23921,1
23922,0
23923,0
23926,1
23927,0
23930,1
23931,1
23932,1
23935,1
23937,1
23942,0
23946,1
23949,1
23951,1
23952,0
23954,0
23955,1
23956,1
23958,1
23959,0
23965,1
23966,1
23968,1
23970,0
23971,1
23972,1
23974,1
23979,1
23980,1
23981,0
23982,1
23984,1
23985,1
23986,0
23994,1
23995,0
23998,1
23999,1
24003,1
24005,1
24008,1
24010,0
24013,1
24015,0
24021,1
24022,1
24023,1
24025,1
24027,1
24030,0
24031,0
24032,1
24033,1
24035,1
24038,1
24042,0
24043,1
24044,1
24045,1
24046,1
24047,1
24049,0
24050,1
24052,0
24055,1
24056,0
24057,1
24058,1
24060,1
24061,1
24062,0
24063,1
24066,1
24068,1
24073,1
24074,0
24075,1
24078,1
24079,0
24082,0
24083,0
24084,1
24085,1
24087,1
24088,1
24091,1
24093,1
24096,1
24097,1
24100,1
24101,1
24102,1
24104,1
24106,0
24108,1
24109,1
24111,1
24112,1
24113,0
24116,0
24117,1
24118,0
24120,1
24124,1
24127,0
24128,1
24129,0
24131,1
24132,0
24135,1
24139,0
24141,1
24142,1
24143,1
24144,1
24145,1
24148,1
24150,1
24151,1
24153,1
24159,1
24160,0
24162,1
24164,1
24169,0
24170,1
24174,0
24175,1
24178,1
24179,0
24181,1
24182,1
24185,1
24186,1
24187,1
24188,1
24196,1
24199,1
24203,1
24204,0
24209,0
24210,1
24212,1
24213,1
24216,0
24217,1
24222,0
24223,1
24224,1
24228,1
24231,1
24233,1
24237,1
24239,0
24240,1
24241,1
24242,1
24243,1
24245,1
24246,0
24247,0
24248,1
24249,0
24250,1
24253,1
24255,0
24256,1
24257,1
24261,1
24262,1
24263,1
24265,1
24267,1
24268,1
24272,0
24273,1
24274,1
24276,1
24277,1
24278,1
24280,0
24284,0
24286,1
24287,0
24288,0
24289,1
24294,1
24297,1
24298,0
24299,1
24303,1
24304,1
24308,1
24311,1
24312,1
24316,1
24318,1
24320,0
24321,1
24322,1
24323,0
24325,0
24331,0
24332,1
24333,1
24334,1
24336,1
24337,1
24338,1
24339,1
24340,1
24341,0
24342,1
24343,1
24345,1
24347,0
24348,0
24351,0
24354,1
24356,1
24358,0
24360,0
24362,0
24365,0
24366,0
24368,1
24369,1
24370,1
24371,1
24372,1
24373,1
24374,1
24375,1
24379,1
24380,0
24383,1
24384,0
24387,1
24390,0
24394,1
24395,0
24396,1
24398,0
24399,1
24400,1
24404,1
24405,1
24407,1
24408,1
24409,1
24410,1
24416,1
24417,1
24419,0
24420,1
24421,1
24425,1
24426,0
24428,1
24432,1
24433,1
24435,1
24436,0
24437,1
24438,1
24441,1
24446,0
24447,1
24450,1
24452,1
24456,1
24459,1
24464,0
24465,1
24467,1
24475,1
24476,1
24477,1
24479,0
24480,1
24481,0
24482,0
24483,1
24487,0
24489,1
24490,1
24496,1
24500,1
24503,1
24505,0
24508,1
24510,1
24511,1
24514,0
24519,1
24523,1
24524,1
24525,1
24527,1
24533,0
24535,0
24536,1
24543,1
24544,1
24546,1
24550,0
24552,0
24553,1
24554,1
24557,1
24558,1
24559,1
24561,1
24563,0
24564,1
24565,0
24566,1
24567,1
24569,1
24572,1
24574,0
24576,1
24581,1
24582,1
24584,0
24588,1
24591,0
24592,0
24595,0
24597,1
24599,1
24600,1
24601,1
24602,1
24604,0
24608,1
24613,1
24614,1
24615,1
24616,1
24617,1
24618,1
24622,1
24623,1
24625,1
24626,1
24630,1
24634,0
24636,1
24638,1
24640,0
24644,0
24647,1
24648,0
24653,1
24654,1
24664,1
24666,1
24667,1
24668,1
24672,0
24674,1
24675,1
24676,1
24679,1
24680,1
24681,1
24683,1
24684,1
24685,1
24688,1
24689,0
24692,0
24693,1
24694,1
24695,1
24696,1
24697,1
24699,1
24701,1
24703,1
24704,1
24706,0
24707,1
24708,1
24711,0
24712,0
24713,1
24714,1
24715,0
24716,0
24717,1
24719,1
24720,1
24721,1
24722,0
24723,0
24725,1
24728,1
24729,1
24730,1
24732,1
24737,1
24739,1
24744,1
24748,1
24750,0
24751,1
24754,1
24755,1
24759,1
24763,1
24764,1
24767,0
24770,1
24772,1
24774,1
24776,0
24777,1
24778,0
24779,1
24784,1
24788,0
24789,0
24791,1
24793,1
24797,1
24800,1
24802,1
24803,1
24805,0
24807,0
24808,0
24811,1
24812,1
24815,1
24816,1
24817,1
24819,0
24820,1
24824,1
24828,1
24831,0
24832,1
24834,0
24835,1
24836,1
24837,0
24838,1
24842,1
24844,0
24845,1
24848,0
24849,1
24850,1
24851,1
24853,1
24854,0
24856,1
24858,1
24860,1
24864,1
24865,0
24867,1
24868,1
24871,0
24874,0
24875,1
24876,0
24878,1
24879,1
24882,1
24884,1
24887,1
24896,1
24898,0
24900,0
24903,1
24909,1
24912,1
24913,1
24914,1
24915,1
24916,1
24917,1
24918,1
24919,1
24920,1
24921,1
24924,1
24925,1
24926,1
24928,1
24929,0
24932,1
24933,1
24935,1
24937,1
24939,1
24940,1
24942,0
24943,1
24947,1
24949,1
24951,0
24954,0
24955,1
24956,1
24958,1
24959,0
24960,1
24962,1
24963,1
24964,1
24965,1
24967,1
24968,1
24971,1
24972,1
24975,1
24976,1
24977,1
24978,1
24979,1
24981,0
24984,1
24986,1
24987,0
24989,0
24992,1
24993,1
24995,0
24996,0
24998,1
24999,1
25000,1
25002,1
25003,1
25004,0
25006,1
25008,1
25012,0
25014,0
25016,1
25019,1
25020,1
25024,1
25025,1
25028,0
25029,1
25032,0
25033,0
25034,1
25035,1
25036,1
25038,1
25041,1
25042,1
25047,1
25050,1
25051,1
25055,0
25059,1
25060,0
25062,1
25065,1
25067,1
25070,1
25071,0
25074,0
25075,0
25076,1
25079,0
25084,1
25085,1
25089,1
25091,0
25092,1
25093,1
25096,1
25097,1
25098,1
25101,1
25103,1
25104,0
25105,0
25107,1
25109,0
25110,0
25111,0
25112,1
25113,0
25117,1
25123,1
25125,0
25126,1
25129,1
25134,0
25135,1
25136,1
25138,1
25140,1
25141,1
25145,1
25148,1
25149,0
25151,0
25152,1
25153,1
25158,1
25159,1
25160,1
25163,1
25166,1
25171,1
25172,0
25173,1
25174,0
25175,1
25177,1
25180,1
25181,1
25182,1
25185,1
25188,1
25189,1
25192,1
25196,1
25204,0
25205,0
25208,0
25211,1
25212,1
25214,0
25216,1
25217,0
25220,1
25222,1
25224,0
25225,0
25227,1
25229,1
25230,0
25231,1
25236,0
25237,1
25238,1
25242,1
25243,0
25247,1
25248,1
25253,1
25254,1
25257,1
25261,1
25263,1
25267,1
25268,0
25269,1
25271,1
25273,1
25276,1
25277,1
25279,1
25286,1
25290,1
25292,0
25294,1
25295,0
25297,1
25298,1
25300,1
25304,1
25306,1
25311,0
25312,0
25315,1
25320,1
25321,1
25322,1
25324,1
25328,1
25329,1
25330,1
25335,0
25338,0
25342,1
25343,1
25348,1
25351,1
25352,1
25354,0
25356,1
25358,0
25359,1
25361,1
25362,1
25363,0
25366,0
25367,1
25368,0
25369,0
25370,0
25375,0
25380,0
25383,1
25385,1
25386,1
25388,1
25389,0
25392,1
25394,1
25400,1
25404,0
25405,0
25406,1
25409,0
25411,1
25413,1
25414,1
25416,1
25420,0
25421,1
25423,0
25425,1
25426,0
25427,1
25429,0
25431,1
25433,1
25436,0
25437,1
25438,1
25439,0
25440,1
25441,1
25442,1
25444,1
25445,1
25451,0
25453,1
25456,1
25458,0
25462,0
25463,0
25465,1
25467,0
25471,1
25473,0
25475,1
25476,1
25478,1
25480,1
25481,1
25484,1
25485,1
25488,0
25490,1
25492,0
25493,0
25495,1
25496,1
25499,0
25505,1
25506,1
25508,1
25509,1
25510,1
25512,1
25513,1
25515,1
25516,1
25517,1
25519,1
25522,0
25523,1
25524,1
25526,1
25527,1
25528,1
25531,0
25532,1
25535,1
25536,1
25537,0
25540,1
25542,1
25544,1
25545,1
25547,1
25549,1
25551,1
25553,1
25554,1
25556,1
25557,1
25558,0
25561,1
25565,1
25566,0
25567,1
25569,0
25570,1
25571,0
25572,1
25576,0
25577,1
25578,0
25580,1
25582,1
25583,0
25586,0
25588,1
25592,0
25595,0
25597,1
25598,1
25599,1
25600,1
25603,1
25606,0
25608,1
25610,0
25611,0
25613,1
25616,1
25618,1
25619,1
25621,1
25623,1
25626,1
25627,0
25628,1
25629,1
25632,1
25634,1
25636,1
25640,1
25642,1
25643,1
25644,0
25648,1
25649,0
25650,0
25652,1
25653,1
25654,1
25655,0
25658,0
25661,1
25664,0
25665,0
25668,0
25669,0
25673,0
25674,0
25675,1
25680,1
25683,1
25684,0
25685,1
25687,0
25688,1
25690,1
25691,1
25692,1
25694,1
25698,0
25699,1
25700,1
25702,0
25703,1
25705,0
25706,1
25707,1
25710,1
25712,1
25714,0
25718,1
25722,1
25723,1
25724,1
25725,1
25728,1
25729,0
25731,0
25732,0
25733,0
25736,1
25738,0
25739,1
25741,1
25748,1
25749,1
25751,1
25752,1
25753,0
25754,1
25755,0
25757,1
25759,1
25760,1
25761,1
25762,1
25763,0
25764,1
25765,1
25766,0
25767,1
25768,1
25770,0
25771,1
25772,1
25773,0
25774,1
25775,1
25776,1
25777,1
25778,1
25779,1
25780,1
25784,0
25785,0
25786,1
25787,0
25788,1
25789,1
25792,1
25795,1
25799,1
25800,1
25802,0
25804,1
25806,1
25807,1
25809,1
25810,1
25811,1
25812,0
25813,1
25818,1
25819,1
25827,1
25828,0
25830,1
25832,1
25833,1
25834,0
25835,1
25837,0
25838,0
25840,1
25841,1
25845,0
25847,1
25848,0
25850,0
25851,1
25853,0
25855,0
25856,1
25858,0
25859,1
25860,0
25863,1
25865,1
25867,1
25869,1
25873,0
25874,1
25876,1
25877,1
25880,1
25888,1
25889,1
25890,1
25891,0
25892,1
25893,1
25894,1
25898,0
25901,1
25904,1
25906,1
25910,0
25911,1
25914,0
25916,1
25918,1
25919,1
25920,0
25923,1
25926,1
25927,1
25929,1
25932,0
25936,1
25937,1
25940,1
25942,1
25944,0
25946,1
25948,1
25949,1
25951,0
25955,1
25959,1
25961,1
25964,1
25966,0
25970,1
25972,1
25984,1
25985,0
25986,0
25988,0
25989,1
25990,1
25991,1
25992,0
25994,0
25995,0
25997,0
26001,0
26004,1
26006,0
26008,1
26012,1
26013,1
26014,1
26015,1
26017,1
26019,1
26020,1
26021,1
26022,0
26024,1
26025,0
26026,1
26027,1
26031,0
26032,0
26034,1
26035,0
26036,1
26037,1
26038,1
26042,1
26043,1
26045,1
26047,1
26048,1
26049,1
26050,0
26051,0
26052,1
26054,1
26055,1
26056,1
26058,1
26060,1
26061,1
26062,0
26063,0
26064,1
26068,0
26069,1
26070,0
26073,1
26075,1
26077,0
26078,1
26082,1
26084,1
26090,1
26091,1
26092,1
26093,1
26094,1
26096,1
26097,0
26100,1
26104,1
26105,1
26106,0
26112,1
26114,1
26115,0
26117,0
26118,1
26119,0
26120,1
26121,1
26123,0
26126,1
26128,1
26130,1
26132,1
26133,1
26134,1
26135,0
26143,0
26144,1
26145,0
26148,1
26151,1
26153,1
26154,1
26155,1
26159,1
26161,0
26162,1
26163,1
26164,0
26165,1
26167,0
26169,1
26170,1
26172,1
26173,1
26174,0
26177,0
26178,0
26180,0
26181,1
26182,1
26183,1
26184,1
26186,0
26190,1
26192,0
26194,1
26195,1
26196,1
26197,1
26198,1
26199,1
26200,1
26202,0
26205,1
26207,0
26208,1
26209,1
26212,1
26214,0
26215,0
26216,0
26218,1
26219,1
26220,0
26221,1
26222,1
26227,1
26228,0
26229,1
26233,1
26236,1
26238,1
26239,1
26240,0
26241,1
26242,1
26243,1
26246,1
26248,1
26249,1
26251,0
26255,1
26257,1
26260,1
26261,0
26264,0
26265,0
26269,0
26275,1
26276,1
26279,1
26280,0
26281,1
26282,0
26284,1
26286,1
26287,1
26291,0
26292,0
26304,1
26305,0
26306,0
26307,1
26308,0
26309,0
26310,1
26311,1
26312,1
26316,0
26317,1
26318,1
26320,1
26321,1
26322,0
26323,0
26325,1
26327,1
26329,1
26331,0
26332,0
26334,1
26335,1
26336,1
26338,0
26339,1
26342,0
26343,1
26344,1
26345,0
26346,1
26349,1
26352,0
26353,1
26354,1
26358,1
26359,0
26361,0
26363,1
26364,1
26368,1
26373,1
26374,1
26377,0
26378,0
26379,1
26380,1
26381,1
26383,1
26384,1
26385,1
26388,1
26390,1
26394,0
26395,1
26396,1
26397,1
26399,0
26400,0
26402,1
26404,1
26407,1
26408,1
26410,0
26411,0
26413,1
26414,1
26415,1
26417,1
26419,1
26421,1
26424,0
26427,1
26429,1
26431,1
26433,0
26434,0
26435,1
26437,1
26439,1
26440,1
26441,0
26442,0
26443,1
26445,1
26446,1
26448,1
26452,1
26455,1
26456,1
26457,1
26458,1
26461,1
26463,1
26464,1
26465,1
26467,0
26468,1
26469,1
26473,0
26474,0
26476,1
26481,0
26483,1
26486,1
26487,0
26490,1
26492,0
26493,0
26495,1
26496,1
26505,1
26507,0
26509,0
26510,1
26512,0
26514,1
26517,1
26519,0
26521,1
26522,0
26524,1
26525,0
26526,1
26529,1
26530,1
26532,0
26533,1
26535,0
26537,0
26542,1
26543,1
26545,0
26546,0
26549,1
26552,0
26553,0
26554,1
26555,0
26556,0
26557,0
26559,1
26560,1
26562,1
26563,1
26564,1
26565,1
26568,1
26574,1
26576,1
26577,1
26578,1
26579,1
26580,0
26581,1
26583,1
26584,0
26585,1
26589,1
26591,1
26592,1
26593,1
26595,1
26596,1
26599,1
26601,1
26602,0
26603,1
26606,0
26607,0
26609,1
26610,1
26611,1
26612,1
26614,1
26616,0
26617,1
26618,0
26619,0
26621,1
26622,1
26623,0
26624,1
26627,1
26628,1
26629,1
26630,1
26631,0
26635,1
26637,1
26638,0
26641,1
26642,0
26644,1
26646,1
26647,1
26650,0
26651,1
26653,0
26657,1
26659,1
26660,1
26662,1
26664,1
26667,1
26669,0
26672,1
26673,1
26674,1
26678,0
26681,1
26682,0
26683,1
26684,0
26685,1
26687,1
26688,0
26689,1
26690,1
26691,1
26694,1
26695,1
26696,0
26697,1
26698,1
26699,1
26700,0
26704,0
26705,0
26707,1
26708,1
26710,1
26721,1
26729,0
26730,1
26732,1
26734,1
26735,0
26737,1
26738,1
26742,1
26743,1
26747,1
26749,0
26750,1
26751,1
26753,1
26754,1
26755,1
26758,1
26759,0
26760,1
26762,1
26765,0
26766,1
26769,1
26770,0
26775,1
26780,1
26782,1
26785,1
26786,1
26787,0
26789,1
26790,1
26792,1
26795,1
26796,1
26797,1
26798,1
26800,0
26801,0
26803,1
26805,0
26807,0
26810,1
26811,1
26812,1
26813,1
26814,0
26817,1
26818,1
26822,0
26823,1
26824,0
26825,1
26827,1
26831,1
26832,1
26833,1
26837,1
26838,1
26839,1
26843,1
26844,0
26848,1
26850,1
26851,1
26852,0
26856,1
26858,1
26860,0
26861,0
26862,1
26864,1
26865,1
26866,1
26867,1
26874,0
26877,1
26878,1
26879,1
26882,1
26883,1
26884,1
26886,1
26890,1
26894,1
26895,0
26896,1
26898,1
26899,1
26900,1
26903,1
26906,1
26909,1
26910,1
26911,1
26912,1
26913,1
26914,1
26920,1
26925,1
26926,0
26928,1
26930,0
26931,1
26936,0
26937,1
26939,1
26940,0
26941,1
26943,1
26944,1
26945,1
26947,0
26949,0
26950,0
26954,1
26955,1
26958,0
26959,1
26962,1
26963,0
26966,0
26968,1
26972,0
26973,1
26977,1
26980,0
26981,1
26986,0
26987,1
26988,1
26989,0
26990,1
26993,1
26995,1
26996,1
26997,1
27000,0
27001,0
27002,1
27003,1
27005,0
27006,1
27007,1
27008,1
27009,0
27011,0
27012,1
27013,1
27015,0
27016,0
27017,0
27018,0
27021,1
27023,0
27024,1
27025,1
27026,1
27027,1
27028,1
27029,1
27032,1
27033,1
27035,1
27036,1
27039,0
27042,1
27043,1
27044,1
27045,0
27047,1
27049,1
27050,1
27051,0
27053,1
27054,1
27055,1
27056,1
27058,0
27059,0
27063,1
27064,1
27065,1
27066,1
27067,1
27068,0
27069,0
27070,1
27071,0
27077,1
27079,1
27080,0
27081,1
27082,1
27083,1
27084,0
27085,1
27087,1
27089,1
27090,1
27092,1
27093,1
27095,0
27096,1
27099,1
27100,1
27101,1
27102,1
27104,1
27105,1
27106,1
27109,1
27111,1
27112,1
27116,1
27117,1
27119,1
27125,1
27127,0
27129,1
27131,1
27133,0
27135,0
27136,1
27137,1
27138,0
27139,0
27140,1
27141,1
27145,1
27148,0
27149,0
27150,1
27153,1
27154,1
27155,0
27156,1
27159,0
27163,1
27164,1
27165,1
27166,1
27170,1
27177,0
27182,1
27186,0
27188,1
27189,1
27190,1
27191,0
27193,1
27196,0
27199,1
27200,1
27202,1
27204,1
27205,0
27208,0
27211,1
27212,1
27213,1
27214,1
27217,1
27220,1
27221,1
27222,1
27223,1
27225,1
27226,1
27227,0
27232,1
27233,0
27234,1
27235,0
27238,0
27241,1
27242,1
27245,1
27246,0
27247,0
27248,0
27249,1
27250,1
27254,1
27259,0
27260,1
27263,1
27264,1
27265,1
27270,1
27273,0
27274,1
27275,0
27281,0
27285,0
27287,1
27288,0
27290,1
27293,0
27294,1
27298,1
27299,1
27300,1
27302,1
