BorrowerAPR,CreditScoreRangeLower,CreditScoreRangeUpper,LP_CustomerPrincipalPayments,EstimatedReturn,LenderYield,LP_CustomerPayments,EstimatedLoss,BorrowerRate
0.132711167,0.886363636,0.886363636,0.085714286,0.622761437,0.155223881,0.079567144,0.247189299,0.136683417
0.254349889,0.75,0.75,0.028571429,0.622761437,0.194029851,0.025660891,0.247189299,0.236180905
0.156951914,0.931818182,0.931818182,0.114285714,0.622761437,0.164179104,0.107525559,0.247189299,0.165829146
0.183604872,1.0,1.0,0.428571429,0.622761437,0.189054726,0.376674803,0.247189299,0.185929648
0.592711958,0.613636364,0.613636364,0.000592286,0.622761437,0.577114428,0.003027163,0.247189299,0.582914573
0.218344669,0.795454545,0.795454545,0.171457143,0.622761437,0.228855721,0.155434967,0.247189299,0.221105528
0.684751661,0.772727273,0.772727273,0.114285714,0.649013722,0.622288557,0.120480807,0.443367488,0.628542714
0.258067067,0.772727273,0.772727273,0.142857143,0.622761437,0.258706468,0.144569893,0.247189299,0.261306533
0.547413793,0.75,0.75,0.257142857,0.65780446,0.487363184,0.277046357,0.277208529,0.492261307
0.312559317,0.681818182,0.681818182,0.111031143,0.622761437,0.284577114,0.126541772,0.247189299,0.287437186
0.293795476,0.75,0.75,0.107142857,0.622761437,0.294527363,0.113332253,0.247189299,0.297487437
0.671622904,0.75,0.75,0.057142857,0.726415094,0.616716418,0.057200461,0.346441429,0.622914573
0.557537172,0.795454545,0.795454545,0.328571429,0.63829331,0.497313433,0.345995084,0.315978953,0.502311558
0.54711721,0.818181818,0.818181818,0.021194571,0.710548885,0.512039801,0.068024508,0.24259208,0.51718593
0.69487504,0.75,0.75,0.002601714,0.653516295,0.632238806,0.006223843,0.450290778,0.638592965
0.341090636,0.681818182,0.681818182,0.057142857,0.622761437,0.348258706,0.063100511,0.247189299,0.341708543
0.357343404,0.75,0.75,0.130857143,0.622761437,0.358208955,0.141046716,0.247189299,0.361809045
0.69487504,0.818181818,0.818181818,0.114285714,0.658876501,0.632238806,0.110238019,0.443367488,0.638592965
0.32734894,0.681818182,0.681818182,0.090859714,0.622761437,0.328159204,0.113361488,0.247189299,0.331457286
0.238195982,0.772727273,0.772727273,0.214285714,0.622761437,0.23880597,0.206817189,0.247189299,0.24120603
0.536875198,0.704545455,0.704545455,0.028571143,0.622761437,0.43681592,0.033770266,0.247189299,0.44120603
0.217949225,0.818181818,0.818181818,0.285714286,0.622761437,0.228457711,0.283855638,0.247189299,0.220703518
0.149043024,0.840909091,0.840909091,0.114285714,0.510720412,0.156218905,0.107093668,0.022431459,0.157788945
0.680896077,0.818181818,0.818181818,0.005159143,0.691895369,0.618507463,0.010632666,0.393519801,0.624723618
0.22866577,0.840909091,0.840909091,0.085713714,0.541595197,0.20119403,0.082251352,0.044585987,0.20321608
0.546286776,0.590909091,0.590909091,0.002054286,0.622761437,0.492338308,0.007462028,0.247189299,0.537487437
0.496361911,0.613636364,0.613636364,0.028470286,0.622761437,0.507462687,0.046155802,0.247189299,0.502512563
0.237207371,0.795454545,0.795454545,0.042857429,0.545454545,0.204975124,0.043945248,0.044585987,0.207035176
0.691830117,0.772727273,0.772727273,0.057142857,0.624785592,0.636616915,0.077061539,0.493215176,0.643015075
0.134174312,0.818181818,0.818181818,0.042857143,0.50964837,0.141293532,0.04093356,0.003046248,0.142713568
0.31730465,0.75,0.75,0.085714571,0.622761437,0.296517413,0.091809207,0.247189299,0.299497487
0.272362385,0.772727273,0.772727273,0.214285714,0.622761437,0.273034826,0.218636943,0.247189299,0.275778894
0.559969155,0.840909091,0.840909091,0.057142857,0.655874786,0.499701493,0.061002967,0.296593741,0.504723618
0.173086049,0.931818182,0.931818182,0.104276571,0.622761437,0.178507463,0.106919978,0.247189299,0.175276382
0.601075609,0.727272727,0.727272727,0.142857143,0.714193825,0.547263682,0.148345375,0.285516477,0.552763819
0.640580512,0.681818182,0.681818182,0.017153143,0.661020583,0.578905473,0.032770383,0.381057879,0.584723618
0.211444163,0.931818182,0.931818182,0.328571429,0.573756432,0.218905473,0.291379331,0.027970091,0.221105528
0.252254034,0.818181818,0.818181818,0.285714286,0.622761437,0.23880597,0.284223408,0.247189299,0.24120603
0.312658178,0.75,0.75,0.085714286,0.622761437,0.303482587,0.078432141,0.247189299,0.316582915
0.458616735,0.75,0.75,0.031059143,0.622761437,0.429651741,0.055665505,0.247189299,0.433969849
0.69487504,0.772727273,0.772727273,0.114285714,0.658876501,0.632238806,0.104206535,0.443367488,0.638592965
0.460416008,0.727272727,0.727272727,0.026940286,0.602701544,0.401791045,0.038503376,0.207698698,0.405829146
0.69487504,0.795454545,0.795454545,0.114285714,0.643439108,0.632238806,0.12070314,0.436444198,0.638592965
0.42923521,0.863636364,0.863636364,0.142857143,0.637650086,0.377910448,0.132328321,0.155358626,0.381708543
0.282525308,0.727272727,0.727272727,0.142857143,0.622761437,0.254726368,0.148638461,0.247189299,0.257286432
0.69487504,0.840909091,0.840909091,0.014474286,0.658876501,0.632238806,0.029930664,0.443367488,0.638592965
0.238195982,0.863636364,0.863636364,0.043843429,0.622761437,0.248756219,0.052279658,0.247189299,0.24120603
0.104278709,0.954545455,0.954545455,0.1,0.449614065,0.099303483,0.088259252,0.022431459,0.100301508
0.570567067,0.840909091,0.840909091,0.114285714,0.682675815,0.51721393,0.112481984,0.285516477,0.52241206
0.323572445,0.75,0.75,0.027596857,0.622761437,0.295522388,0.035976643,0.247189299,0.298492462
0.232264315,0.795454545,0.795454545,0.032398571,0.534519726,0.204776119,0.037152919,0.058432567,0.206834171
0.461602341,0.0,0.0,0.111096,0.622761437,0.447761194,0.140394458,0.247189299,0.467336683
0.691830117,0.727272727,0.727272727,0.085714286,0.624785592,0.636616915,0.107972681,0.493215176,0.643015075
0.211978013,0.818181818,0.818181818,0.085713714,0.622761437,0.198606965,0.085117849,0.247189299,0.200603015
0.686155489,0.75,0.75,0.007064857,0.635034305,0.623681592,0.016950247,0.436444198,0.629949749
0.336404619,0.704545455,0.704545455,0.178571143,0.622761437,0.308258706,0.19256283,0.247189299,0.311356784
0.694499367,0.704545455,0.704545455,0.028570571,0.622761437,0.663681592,0.039209927,0.247189299,0.670351759
0.193431667,0.818181818,0.818181818,0.2,0.504073756,0.166169154,0.195005543,0.044585987,0.167839196
0.66741142,0.75,0.75,0.114285714,0.683962264,0.629850746,0.115363712,0.381057879,0.636180905
0.578080512,0.636363636,0.636363636,0.000697143,0.622761437,0.577114428,0.00148975,0.247189299,0.572864322
0.182616261,0.818181818,0.818181818,0.085714286,0.622761437,0.193034826,0.083848464,0.247189299,0.184924623
0.134174312,0.840909091,0.840909091,0.028571429,0.50964837,0.141293532,0.026816531,0.003046248,0.142713568
0.557062638,0.75,0.75,0.214286286,0.622761437,0.527363184,0.269157349,0.247189299,0.532663317
0.46648608,0.840909091,0.840909091,0.114285714,0.609133791,0.407761194,0.109944687,0.232899474,0.411859296
0.156951914,0.840909091,0.840909091,0.142857143,0.513936535,0.164179104,0.130859696,0.029354749,0.165829146
0.199422651,0.818181818,0.818181818,0.028571429,0.622761437,0.179104478,0.02766115,0.247189299,0.180904523
0.218344669,0.840909091,0.840909091,0.117142857,0.622761437,0.228855721,0.103071778,0.247189299,0.221105528
0.518704524,0.818181818,0.818181818,0.428571429,0.708833619,0.484179104,0.421800015,0.207698698,0.489045226
0.69487504,0.772727273,0.772727273,0.038056,0.658876501,0.632238806,0.074555934,0.443367488,0.638592965
0.637298323,0.727272727,0.727272727,0.2,0.247427101,0.606965174,0.22419379,0.941844364,0.613065327
0.178642044,0.863636364,0.863636364,0.007658857,0.622761437,0.179104478,0.008539789,0.247189299,0.180904523
0.456639513,0.545454545,0.545454545,0.024268286,0.622761437,0.467661692,0.040006395,0.247189299,0.462311558
0.397065802,0.681818182,0.681818182,0.199998571,0.622761437,0.39800995,0.232203913,0.247189299,0.40201005
0.631188706,0.727272727,0.727272727,0.056950286,0.68567753,0.576915423,0.100420735,0.346441429,0.582713568
0.17407466,0.886363636,0.886363636,0.085714286,0.622761437,0.194427861,0.084170048,0.247189299,0.176281407
0.628539228,0.840909091,0.840909091,0.042639143,0.622761437,0.614129353,0.084419404,0.247189299,0.620301508
0.686155489,0.818181818,0.818181818,0.007713429,0.645797599,0.623681592,0.017118888,0.422597618,0.629949749
0.574244701,0.636363636,0.636363636,0.031517714,0.622761437,0.560597015,0.051429635,0.247189299,0.581306533
0.248477539,0.818181818,0.818181818,0.157142857,0.564751286,0.220895522,0.148564268,0.041816671,0.223115578
0.397065802,0.704545455,0.704545455,0.055544857,0.622761437,0.378109453,0.083063297,0.247189299,0.40201005
0.243158811,0.818181818,0.818181818,0.285712857,0.622761437,0.248756219,0.293983942,0.247189299,0.246231156
0.326933724,0.795454545,0.795454545,0.2,0.505574614,0.228258706,0.182870838,0.124619219,0.230552764
0.317621006,0.772727273,0.772727273,0.0127,0.622761437,0.308457711,0.017133629,0.247189299,0.32160804
0.254903512,0.795454545,0.795454545,0.128571143,0.55703259,0.213731343,0.128388731,0.041816671,0.215879397
0.640224612,0.772727273,0.772727273,0.028571429,0.703473413,0.537114428,0.033157807,0.285516477,0.542512563
0.317621006,0.772727273,0.772727273,0.284515143,0.622761437,0.308457711,0.310470966,0.247189299,0.32160804
0.691830117,0.818181818,0.818181818,0.003885429,0.710548885,0.636616915,0.008081857,0.393519801,0.643015075
0.117328377,0.909090909,0.909090909,0.114285714,0.482847341,0.124378109,0.104749961,0.014123511,0.125628141
0.30014236,0.795454545,0.795454545,0.471428571,0.552315609,0.258507463,0.408301096,0.096926059,0.261105528
0.138939418,0.977272727,0.977272727,0.085742857,0.622761437,0.15920398,0.074304858,0.247189299,0.140703518
0.30769535,0.727272727,0.727272727,0.185714286,0.622761437,0.308457711,0.199496666,0.247189299,0.311557789
0.313468839,0.977272727,0.977272727,0.08,0.517581475,0.212935323,0.070175609,0.091664359,0.215075377
0.592435147,0.727272727,0.727272727,0.042857143,0.741852487,0.55721393,0.050820615,0.26336195,0.56281407
0.751502689,0.772727273,0.772727273,0.185714286,0.561749571,0.695323383,0.249623015,0.651066187,0.702311558
0.641490035,0.727272727,0.727272727,0.030482857,0.755789022,0.587064677,0.056679883,0.285516477,0.592964824
0.691830117,0.840909091,0.840909091,0.018217714,0.663379074,0.636616915,0.037837114,0.443367488,0.643015075
0.397065802,0.681818182,0.681818182,0.056714286,0.622761437,0.407960199,0.076163609,0.247189299,0.40201005
0.575826479,0.613636364,0.613636364,0.1,0.622761437,0.587064677,0.134925807,0.247189299,0.582914573
0.138939418,0.931818182,0.931818182,0.071429429,0.622761437,0.15920398,0.067651824,0.247189299,0.140703518
0.336602341,0.704545455,0.704545455,0.142857143,0.622761437,0.308457711,0.15429849,0.247189299,0.311557789
0.21043578,0.886363636,0.886363636,0.214257143,0.522084048,0.183084577,0.201378019,0.044585987,0.184924623
0.004171939,0.545454545,0.545454545,0.0,0.622761437,0.014129353,5.77e-05,0.247189299,0.004221106
0.416917115,0.727272727,0.727272727,0.142856286,0.622761437,0.417910448,0.166751094,0.247189299,0.422110553
0.397065802,0.795454545,0.795454545,0.04325,0.622761437,0.407960199,0.063968715,0.247189299,0.40201005
0.46684198,0.75,0.75,0.171428857,0.622761437,0.437810945,0.202766064,0.247189299,0.442211055
0.208419013,0.886363636,0.886363636,0.428571429,0.622761437,0.228855721,0.423479426,0.247189299,0.211055276
0.326380101,0.772727273,0.772727273,0.171421429,0.558962264,0.298308458,0.166446215,0.151204652,0.301306533
0.197564062,0.909090909,0.909090909,0.428571429,0.558747856,0.204975124,0.40719975,0.027970091,0.207035176
0.691830117,0.75,0.75,0.014589714,0.710548885,0.636616915,0.042199014,0.393519801,0.643015075
0.305085416,0.795454545,0.795454545,0.285714286,0.622761437,0.291542289,0.254504756,0.247189299,0.294472362
0.282426447,0.863636364,0.863636364,0.047628571,0.385077187,0.233034826,0.04259258,0.285516477,0.235376884
0.271986713,0.772727273,0.772727273,0.071428571,0.622761437,0.258507463,0.071906365,0.247189299,0.261105528
0.239085732,0.795454545,0.795454545,0.028578571,0.522084048,0.183084577,0.024767383,0.044585987,0.184924623
0.601075609,0.818181818,0.818181818,0.214285714,0.714193825,0.547263682,0.272534597,0.285516477,0.552763819
0.193431667,0.840909091,0.840909091,0.057142571,0.504073756,0.166169154,0.055756403,0.044585987,0.167839196
0.456639513,0.954545455,0.954545455,0.513875429,0.622761437,0.457711443,0.602932974,0.247189299,0.462311558
0.315841506,0.772727273,0.772727273,0.028571429,0.504073756,0.258706468,0.029269807,0.16643589,0.261306533
0.377194717,0.681818182,0.681818182,0.136618,0.622761437,0.378109453,0.180986045,0.247189299,0.381909548
0.526989086,0.681818182,0.681818182,0.142856286,0.622761437,0.497512438,0.173306841,0.247189299,0.502512563
0.190841506,0.818181818,0.818181818,0.057142857,0.622761437,0.177512438,0.053200927,0.247189299,0.179296482
0.134174312,0.863636364,0.863636364,0.12,0.50964837,0.141293532,0.114895953,0.003046248,0.142713568
0.514631446,0.704545455,0.704545455,0.428571429,0.637006861,0.455124378,0.407130716,0.260592634,0.459698492
0.4367882,0.681818182,0.681818182,0.142856857,0.622761437,0.437810945,0.169662794,0.247189299,0.442211055
0.691830117,0.75,0.75,0.142857143,0.710548885,0.636616915,0.184506766,0.393519801,0.643015075
0.4367882,0.727272727,0.727272727,0.013357714,0.622761437,0.437810945,0.021871652,0.247189299,0.442211055
0.329583202,0.704545455,0.704545455,0.01937,0.622761437,0.28159204,0.027413021,0.247189299,0.304522613
0.727617842,0.681818182,0.681818182,0.007059429,0.77186964,0.696517413,0.015615869,0.393519801,0.703517588
0.283375514,0.840909091,0.840909091,0.013766857,0.576329331,0.252935323,0.02227136,0.06230961,0.255477387
0.752728567,0.863636364,0.863636364,0.128571429,0.685248714,0.696517413,0.180246328,0.493215176,0.703517588
0.59077428,0.75,0.75,0.071428571,0.694897084,0.537114428,0.073348212,0.296593741,0.542512563
0.117328377,0.931818182,0.931818182,0.571428571,0.482847341,0.124378109,0.493756746,0.014123511,0.125628141
0.599276337,0.636363636,0.636363636,0.002756,0.622761437,0.577114428,0.005866882,0.247189299,0.582914573
0.46648608,0.75,0.75,0.057142857,0.609133791,0.407761194,0.057436306,0.232899474,0.411859296
0.670179532,0.727272727,0.727272727,0.028571429,0.553602058,0.566169154,0.02945529,0.493215176,0.571859296
0.129508067,0.931818182,0.931818182,0.028571429,0.622761437,0.109452736,0.025149648,0.247189299,0.110552764
0.606117526,0.772727273,0.772727273,0.211428571,0.740780446,0.552238806,0.243597427,0.257823318,0.557788945
0.364500949,0.818181818,0.818181818,0.257142857,0.600343053,0.322189055,0.233867356,0.130434783,0.325427136
0.402760202,0.613636364,0.613636364,0.051428571,0.622761437,0.407960199,0.059211529,0.247189299,0.40201005
0.611357165,0.636363636,0.636363636,0.024799143,0.622761437,0.597014925,0.055759843,0.247189299,0.603015075
0.099236792,0.886363636,0.886363636,0.714286286,0.622761437,0.119402985,0.659675261,0.247189299,0.100502513
0.536104081,0.727272727,0.727272727,0.010224857,0.622761437,0.517412935,0.039390005,0.247189299,0.542713568
0.310068016,0.772727273,0.772727273,0.070352286,0.622761437,0.296517413,0.084618398,0.247189299,0.299497487
0.671622904,0.727272727,0.727272727,0.199999714,0.726415094,0.616716418,0.238934088,0.346441429,0.622914573
0.47154777,0.681818182,0.681818182,0.114285714,0.622761437,0.467661692,0.106393012,0.247189299,0.477386935
0.232264315,0.795454545,0.795454545,0.057142857,0.534519726,0.204776119,0.050053382,0.058432567,0.206834171
0.315999684,0.590909091,0.590909091,0.031428571,0.622761437,0.308457711,0.033265902,0.247189299,0.301507538
0.59077428,0.772727273,0.772727273,0.003693143,0.694897084,0.537114428,0.007937402,0.296593741,0.542512563
0.69487504,0.795454545,0.795454545,0.001978857,0.664236707,0.632238806,0.004325292,0.436444198,0.638592965
0.393091585,0.795454545,0.795454545,0.010818,0.622761437,0.4039801,0.016219239,0.247189299,0.39798995
0.424746916,0.727272727,0.727272727,0.142857143,0.648156089,0.3960199,0.164187265,0.16643589,0.4
0.330314774,0.863636364,0.863636364,0.171428571,0.554888508,0.288358209,0.173636287,0.142896705,0.291256281
0.514631446,0.681818182,0.681818182,0.085714286,0.637006861,0.455124378,0.092009921,0.260592634,0.459698492
0.306548561,0.818181818,0.818181818,0.051428571,0.558533448,0.278606965,0.05445287,0.124896151,0.281407035
0.48977776,0.772727273,0.772727273,0.285714286,0.620711835,0.43761194,0.337164663,0.257823318,0.44201005
0.377115628,0.613636364,0.613636364,0.034285714,0.622761437,0.362189055,0.032873319,0.247189299,0.365829146
0.241577033,0.727272727,0.727272727,0.085714286,0.622761437,0.252139303,0.075344049,0.247189299,0.244623116
0.379468523,0.75,0.75,0.057142286,0.622761437,0.351044776,0.063690123,0.247189299,0.354572864
0.691830117,0.75,0.75,0.13195,0.710548885,0.636616915,0.116585683,0.393519801,0.643015075
0.564714489,0.818181818,0.818181818,0.085714286,0.698113208,0.511442786,0.106584636,0.257823318,0.516582915
0.201953496,0.772727273,0.772727273,0.057142286,0.622761437,0.199004975,0.057208568,0.247189299,0.201005025
0.264018507,0.727272727,0.727272727,0.214285429,0.622761437,0.254726368,0.223300528,0.247189299,0.267336683
0.389117368,0.727272727,0.727272727,0.043482571,0.622761437,0.390049751,0.067134931,0.247189299,0.393969849
0.380694401,0.772727273,0.772727273,0.257143143,0.633361921,0.348656716,0.247336303,0.110772639,0.352160804
0.530172414,0.75,0.75,0.115558286,0.658233276,0.477412935,0.173158947,0.26336195,0.482211055
0.727617842,0.681818182,0.681818182,0.030334571,0.622761437,0.696517413,0.065566563,0.247189299,0.703517588
0.302910471,0.772727273,0.772727273,0.142856571,0.622761437,0.296517413,0.153168892,0.247189299,0.299497487
0.69487504,0.863636364,0.863636364,0.114285714,0.658876501,0.632238806,0.110729117,0.443367488,0.638592965
0.69487504,0.795454545,0.795454545,0.001978857,0.658876501,0.632238806,0.004325292,0.443367488,0.638592965
0.586187124,0.568181818,0.568181818,0.043040286,0.622761437,0.567164179,0.055736013,0.247189299,0.582914573
0.422749921,0.704545455,0.704545455,0.057143429,0.622761437,0.394029851,0.064624167,0.247189299,0.39798995
0.138939418,0.886363636,0.886363636,0.072857143,0.622761437,0.149253731,0.065969219,0.247189299,0.140703518
0.691830117,0.75,0.75,0.158469714,0.710548885,0.636616915,0.19172337,0.393519801,0.643015075
0.641490035,0.795454545,0.795454545,0.142857143,0.755789022,0.587064677,0.18070598,0.285516477,0.592964824
0.4367882,0.681818182,0.681818182,0.073571429,0.622761437,0.417910448,0.085398406,0.247189299,0.442211055
0.450688073,0.681818182,0.681818182,0.199906857,0.622761437,0.431840796,0.251946577,0.247189299,0.456281407
0.357343404,0.764137188,0.764137188,0.005468571,0.622761437,0.31840796,0.007594199,0.247189299,0.361809045
0.456639513,0.727272727,0.727272727,0.037177429,0.622761437,0.457711443,0.057117424,0.247189299,0.462311558
0.26022224,0.772727273,0.772727273,0.285714286,0.622761437,0.246766169,0.25824437,0.247189299,0.249246231
0.641490035,0.818181818,0.818181818,0.085714,0.755789022,0.587064677,0.091030919,0.285516477,0.592964824
0.752728567,0.727272727,0.727272727,0.0,0.685248714,0.696517413,5.77e-05,0.493215176,0.703517588
0.691830117,0.75,0.75,0.057142857,0.710548885,0.636616915,0.075870032,0.393519801,0.643015075
0.661420437,0.840909091,0.840909091,0.114286,0.653301887,0.497313433,0.112182756,0.296593741,0.502311558
0.198493357,0.772727273,0.772727273,0.268571429,0.622761437,0.208955224,0.252070887,0.247189299,0.201005025
0.560423916,0.795454545,0.795454545,0.057142857,0.579116638,0.397810945,0.053114205,0.257823318,0.401809045
0.691830117,0.840909091,0.840909091,0.214285714,0.710548885,0.636616915,0.277024247,0.393519801,0.643015075
0.392102974,0.727272727,0.727272727,0.222857143,0.622761437,0.36318408,0.228394775,0.247189299,0.396984925
0.540493515,0.590909091,0.590909091,0.010684857,0.622761437,0.526368159,0.030749733,0.247189299,0.531658291
0.567818728,0.772727273,0.772727273,0.027902,0.720626072,0.537114428,0.084435619,0.26336195,0.542512563
0.21043578,0.840909091,0.840909091,0.114285714,0.522084048,0.183084577,0.110330637,0.044585987,0.184924623
0.516232996,0.613636364,0.613636364,0.0,0.622761437,0.487562189,0.005511641,0.247189299,0.522613065
0.511566751,0.636363636,0.636363636,0.214285714,0.622761437,0.497512438,0.264212225,0.247189299,0.502512563
0.506940051,0.795454545,0.795454545,0.011369429,0.701758148,0.47761194,0.023903848,0.20797563,0.48241206
0.154223347,0.863636364,0.863636364,0.0762,0.622761437,0.164577114,0.071291204,0.247189299,0.156180905
0.327546662,0.795454545,0.795454545,0.187101143,0.622761437,0.328358209,0.239598875,0.247189299,0.331658291
0.46719788,0.772727273,0.772727273,0.005360286,0.63464837,0.433631841,0.013423007,0.207698698,0.43798995
0.337492091,0.704545455,0.704545455,0.342857143,0.622761437,0.328358209,0.358026361,0.247189299,0.341708543
0.134174312,0.909090909,0.909090909,0.1,0.50964837,0.141293532,0.095806776,0.003046248,0.142713568
0.213441158,0.863636364,0.863636364,0.357142571,0.525300172,0.186069652,0.353213899,0.044585987,0.187939698
0.173501265,0.840909091,0.840909091,0.057142857,0.622761437,0.160199005,0.053233356,0.247189299,0.161809045
0.25790889,0.840909091,0.840909091,0.026374,0.532590051,0.216716418,0.032105507,0.069232899,0.218894472
0.469649636,0.818181818,0.818181818,0.035658286,0.622761437,0.455721393,0.0709168,0.247189299,0.460301508
0.530172414,0.704545455,0.704545455,0.114285714,0.658233276,0.477412935,0.108581455,0.26336195,0.482211055
0.456639513,0.568181818,0.568181818,0.013937714,0.622761437,0.447761194,0.023100993,0.247189299,0.462311558
0.372647105,0.75,0.75,0.1,0.622761437,0.344278607,0.108751214,0.247189299,0.347738693
0.331323157,0.772727273,0.772727273,0.101078286,0.622761437,0.322189055,0.159555617,0.247189299,0.335477387
0.411796109,0.613636364,0.613636364,0.052901429,0.622761437,0.39800995,0.062144357,0.247189299,0.40201005
0.219392597,0.772727273,0.772727273,0.028571429,0.622761437,0.208955224,0.028605266,0.247189299,0.201005025
0.727617842,0.590909091,0.590909091,0.034285429,0.622761437,0.696517413,0.048113068,0.247189299,0.703517588
0.727617842,0.636363636,0.636363636,0.085714,0.622761437,0.696517413,0.120239311,0.247189299,0.703517588
0.248477539,0.795454545,0.795454545,0.100645143,0.564751286,0.220895522,0.108426191,0.041816671,0.223115578
0.575826479,0.568181818,0.568181818,0.063470857,0.622761437,0.587064677,0.106489561,0.247189299,0.582914573
0.322208162,0.0,0.0,0.042857143,0.622761437,0.298507463,0.040376376,0.247189299,0.316582915
0.570567067,0.840909091,0.840909091,0.065035714,0.674099485,0.51721393,0.10892343,0.296593741,0.52241206
0.351609459,0.75,0.75,0.171428571,0.622761437,0.323383085,0.187225613,0.247189299,0.326633166
0.451696457,0.795454545,0.795454545,0.428571429,0.622761437,0.437810945,0.506525774,0.247189299,0.442211055
0.530073553,0.840909091,0.840909091,0.018803143,0.700900515,0.495323383,0.054019505,0.232899474,0.500301508
0.3110764,0.590909091,0.590909091,0.059100571,0.622761437,0.27761194,0.063641235,0.247189299,0.300502513
0.184039861,0.931818182,0.931818182,0.028571429,0.622761437,0.163781095,0.025961348,0.247189299,0.165427136
0.671622904,0.727272727,0.727272727,0.025627714,0.726415094,0.616716418,0.049125972,0.346441429,0.622914573
0.25409285,0.795454545,0.795454545,0.139998857,0.622761437,0.234825871,0.143776374,0.247189299,0.257286432
0.315643784,0.704545455,0.704545455,0.114285714,0.622761437,0.326368159,0.116915129,0.247189299,0.31959799
0.261032901,0.818181818,0.818181818,0.505102571,0.622761437,0.266666667,0.557270233,0.247189299,0.264321608
0.493791522,0.727272727,0.727272727,0.041428571,0.637650086,0.457711443,0.049590782,0.26336195,0.462311558
0.57076479,0.818181818,0.818181818,0.1,0.682890223,0.517412935,0.127890509,0.285516477,0.522613065
0.186827744,0.795454545,0.795454545,0.042857143,0.622761437,0.178109453,0.039278224,0.247189299,0.179899497
0.554630655,0.681818182,0.681818182,0.007305143,0.704331046,0.519402985,0.028309968,0.260592634,0.524623116
0.727617842,0.75,0.75,0.006491429,0.337907376,0.696517413,0.023437072,0.941844364,0.703517588
0.232462037,0.886363636,0.886363636,0.242857143,0.545454545,0.204975124,0.219515956,0.044585987,0.207035176
0.252293578,0.886363636,0.886363636,0.714286,0.555960549,0.224676617,0.673375631,0.058432567,0.226934673
0.25790889,0.818181818,0.818181818,0.142857143,0.539022298,0.216716418,0.137956904,0.069232899,0.218894472
0.32183249,0.818181818,0.818181818,0.046181714,0.622761437,0.308258706,0.05971663,0.247189299,0.311356784
0.536104081,0.727272727,0.727272727,0.195735714,0.622761437,0.507462687,0.281863486,0.247189299,0.542713568
0.686155489,0.727272727,0.727272727,0.006032857,0.635034305,0.623681592,0.018178605,0.436444198,0.629949749
0.601075609,0.818181818,0.818181818,0.085714286,0.714193825,0.547263682,0.101627228,0.285516477,0.552763819
0.313271117,0.613636364,0.613636364,0.034285714,0.622761437,0.288557214,0.036424502,0.247189299,0.301507538
0.456639513,0.681818182,0.681818182,0.421569714,0.622761437,0.437810945,0.577672526,0.247189299,0.462311558
0.137753084,0.840909091,0.840909091,0.057142857,0.482439966,0.125174129,0.04950406,0.01384658,0.126432161
0.023133502,0.681818182,0.681818182,0.013093714,0.622761437,0.019900498,0.01179543,0.247189299,0.020100503
0.380674628,0.75,0.75,0.214285429,0.622761437,0.352238806,0.238993786,0.247189299,0.355778894
0.381168934,0.590909091,0.590909091,0.023534571,0.622761437,0.392039801,0.037146531,0.247189299,0.385929648
0.737543499,0.704545455,0.704545455,0.071428571,0.670240137,0.68159204,0.098604485,0.493215176,0.688442211
0.591406991,0.659090909,0.659090909,0.0,0.622761437,0.577114428,5.77e-05,0.247189299,0.582914573
0.177159127,0.909090909,0.909090909,0.228571714,0.536878216,0.184477612,0.213490859,0.027970091,0.186331658
0.670752926,0.795454545,0.795454545,0.114285714,0.681603774,0.608557214,0.125157166,0.393519801,0.614673367
0.565505378,0.704545455,0.704545455,0.062857143,0.683962264,0.512238806,0.064724155,0.277208529,0.517386935
0.570567067,0.795454545,0.795454545,0.071428571,0.682675815,0.51721393,0.087743096,0.285516477,0.52241206
0.575826479,0.590909091,0.590909091,0.025976571,0.622761437,0.562189055,0.052699757,0.247189299,0.582914573
0.572109301,0.818181818,0.818181818,0.2,0.726200686,0.542288557,0.232051843,0.26336195,0.547738693
0.245472161,0.886363636,0.886363636,0.428571429,0.529373928,0.217910448,0.434118728,0.083356411,0.220100503
0.365291838,0.590909091,0.590909091,0.012368571,0.622761437,0.356218905,0.018283372,0.247189299,0.369849246
0.303543183,0.818181818,0.818181818,0.2,0.555531732,0.275621891,0.203543861,0.124896151,0.27839196
0.562598861,0.818181818,0.818181818,0.050004286,0.646655232,0.502288557,0.087880426,0.311824979,0.507336683
0.218344669,0.772727273,0.772727273,0.071428571,0.622761437,0.208955224,0.071926756,0.247189299,0.221105528
0.476609459,0.863636364,0.863636364,0.114285714,0.628216123,0.417711443,0.114400188,0.221545278,0.421909548
0.118435622,0.886363636,0.886363636,0.085714286,0.622761437,0.120995025,0.075228337,0.247189299,0.122211055
0.552060266,0.727272727,0.727272727,0.057142857,0.705403087,0.52238806,0.06647432,0.26336195,0.527638191
0.458972635,0.613636364,0.613636364,0.019187714,0.622761437,0.466268657,0.028561782,0.247189299,0.460904523
0.431093799,0.772727273,0.772727273,0.036983714,0.623927959,0.372935323,0.054911293,0.16643589,0.376683417
0.265007118,0.75,0.75,0.072857143,0.622761437,0.275621891,0.065822307,0.247189299,0.268341709
0.69487504,0.75,0.75,0.114285714,0.653516295,0.632238806,0.103115753,0.450290778,0.638592965
